* Measurement data measured by REW V5.20.5
* Source: Mic [plughw:3,0], Mic (Mic), 0, volume: 0.200. Timing signal peak level -41.0 dBFS, measurement signal peak level -40.9 dBFS
* Format: 128k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2022/05/12 15:13:10
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay -0.0501 ms (-17 mm, -0.68 in) using estimated IR delay relative to Acoustic reference on  R with no timing offset
* Measurement: Raptgo Hook R
* Smoothing: 1/24 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
0.366211 61.183 -34.4215
0.732422 59.581 -28.7562
1.098633 56.443 -29.4092
1.464844 54.307 -46.1623
1.831055 49.942 -57.9294
2.197266 47.663 -54.4019
2.563477 48.732 -46.7186
2.929688 51.907 -49.5574
3.295898 54.965 -61.3653
3.662109 57.270 -72.9469
4.028320 59.080 -82.4045
4.394531 60.400 -88.2294
4.760742 61.521 -88.7310
5.126953 62.841 -84.5280
5.493164 64.638 -78.0269
5.859375 66.709 -72.7573
6.225586 68.587 -70.0185
6.591797 69.970 -69.1479
6.958008 70.799 -68.9971
7.324219 71.143 -68.7391
7.690430 71.138 -67.8029
8.056641 70.997 -65.8678
8.422852 70.943 -63.4231
8.789062 71.084 -61.5859
9.155273 71.367 -61.3042
9.521484 71.662 -62.7915
9.887695 71.851 -65.5587
10.253906 71.874 -68.8240
10.620117 71.786 -72.0019
10.986328 71.733 -74.9788
11.352539 71.764 -77.9142
11.718750 71.817 -80.8938
12.084961 71.885 -83.8703
12.451172 71.984 -86.7799
12.817383 72.091 -89.5849
13.183594 72.206 -92.2740
13.549805 72.338 -94.8633
13.916016 72.458 -97.3496
14.282227 72.531 -99.6299
14.648438 72.544 -101.5099
15.014648 72.537 -102.8485
15.380859 72.583 -103.7272
15.747070 72.690 -104.4644
16.113281 72.800 -105.4132
16.479492 72.871 -106.7124
16.845703 72.895 -108.2218
17.211914 72.869 -109.6869
17.578125 72.806 -110.9700
17.944336 72.738 -112.1607
18.310547 72.687 -113.4954
18.676758 72.645 -115.1651
19.042969 72.576 -117.1556
19.409180 72.453 -119.2228
19.775391 72.286 -121.0324
20.141602 72.132 -122.4047
20.507812 72.049 -123.4933
20.874023 72.064 -124.7116
21.240234 72.147 -126.4326
21.606445 72.233 -128.7159
21.972656 72.263 -131.2781
22.338867 72.225 -133.6859
22.705078 72.161 -135.6109
23.071289 72.126 -136.9922
23.437500 72.146 -138.0216
23.803711 72.214 -138.9616
24.169922 72.302 -139.9399
24.536133 72.381 -140.8958
24.902344 72.443 -141.7065
25.268555 72.504 -142.3508
25.634766 72.577 -142.9487
26.000977 72.650 -143.6507
26.367188 72.694 -144.4893
26.733398 72.689 -145.3313
27.099609 72.640 -145.9817
27.465820 72.580 -146.3597
27.832031 72.546 -146.5993
28.198242 72.546 -146.9783
28.564453 72.558 -147.7217
28.930664 72.545 -148.8368
29.296875 72.478 -150.1068
29.663086 72.361 -151.2401
30.029297 72.229 -152.0613
30.395508 72.125 -152.6116
30.761719 72.079 -153.0967
31.127930 72.084 -153.7306
31.494141 72.109 -154.6030
31.860352 72.131 -155.6571
32.226562 72.139 -156.7672
32.592773 72.138 -157.8293
32.958984 72.132 -158.8010
33.325195 72.125 -159.6819
33.691406 72.114 -160.4768
34.057617 72.101 -161.1784
34.423828 72.089 -161.7804
34.790039 72.082 -162.3017
35.156250 72.083 -162.7934
35.522461 72.091 -163.3224
35.888672 72.096 -163.9432
36.254883 72.089 -164.6766
36.621094 72.057 -165.5013
36.987305 71.994 -166.3531
37.353516 71.900 -167.1376
37.719727 71.789 -167.7620
38.085938 71.680 -168.1807
38.452148 71.596 -168.4269
38.818359 71.545 -168.5994
39.184570 71.525 -168.8051
39.550781 71.525 -169.0991
39.916992 71.539 -169.4748
40.283203 71.570 -169.9184
40.649414 71.621 -170.4759
41.015625 71.688 -171.2603
41.381836 71.750 -172.3740
41.748047 71.775 -173.7951
42.114258 71.736 -175.3236
42.480469 71.630 -176.6466
42.846680 71.484 -177.5004
43.212891 71.347 -177.8288
43.579102 71.262 -177.8242
43.945312 71.241 -177.8057
44.311523 71.257 -178.0176
44.677734 71.268 -178.4940
45.043945 71.253 -179.0814
45.410156 71.214 -179.5878
45.776367 71.177 -179.9362
46.142578 71.166 179.7886
46.508789 71.187 179.4172
46.875000 71.223 178.8240
47.241211 71.253 178.0059
47.607422 71.263 177.0643
47.973633 71.254 176.1202
48.339844 71.236 175.2353
48.706055 71.217 174.3910
49.072266 71.196 173.5316
49.438477 71.162 172.6317
49.804688 71.101 171.7419
50.170898 71.007 170.9841
50.537109 70.889 170.4958
50.903320 70.768 170.3506
51.269531 70.672 170.4985
51.635742 70.621 170.7671
52.001953 70.611 170.9368
52.368164 70.617 170.8575
52.734375 70.602 170.5372
53.100586 70.543 170.1422
53.466797 70.437 169.9002
53.833008 70.304 169.9663
54.199219 70.177 170.3388
54.565430 70.079 170.8835
54.931641 70.012 171.4439
55.297852 69.968 171.9440
55.664062 69.939 172.3995
56.030273 69.930 172.8307
56.396484 69.954 173.1688
56.762695 70.007 173.2552
57.128906 70.065 172.9560
57.495117 70.087 172.3066
57.861328 70.045 171.5587
58.227539 69.945 171.0680
58.593750 69.829 171.0793
58.959961 69.762 171.5531
59.326172 69.786 172.1663
59.692383 69.896 172.5005
60.058594 70.038 172.2914
60.424805 70.152 171.5717
60.791016 70.205 170.6205
61.157227 70.202 169.7741
61.523438 70.173 169.2322
61.889648 70.156 168.9762
62.255859 70.172 168.8317
62.622070 70.214 168.6083
62.988281 70.260 168.2172
63.354492 70.291 167.6971
63.720703 70.299 167.1538
64.086914 70.291 166.6752
64.453125 70.278 166.2819
64.819336 70.269 165.9360
65.185547 70.264 165.5864
65.551758 70.257 165.2090
65.917969 70.244 164.8165
66.284180 70.223 164.4396
66.650391 70.198 164.1007
67.016602 70.172 163.8008
67.382812 70.148 163.5232
67.749023 70.128 163.2471
68.115234 70.109 162.9591
68.481445 70.088 162.6555
68.847656 70.065 162.3396
69.213867 70.038 162.0171
69.580078 70.006 161.6954
69.946289 69.970 161.3839
70.312500 69.928 161.0940
70.678711 69.884 160.8375
71.044922 69.837 160.6222
71.411133 69.791 160.4500
71.777344 69.747 160.3160
72.143555 69.706 160.2104
72.509766 69.671 160.1221
72.875977 69.640 160.0409
73.242188 69.614 159.9603
73.608398 69.592 159.8780
73.974609 69.573 159.7953
74.340820 69.555 159.7164
74.707031 69.539 159.6459
75.073242 69.525 159.5879
75.439453 69.512 159.5437
75.805664 69.501 159.5118
76.171875 69.490 159.4885
76.538086 69.481 159.4687
76.904297 69.472 159.4480
77.270508 69.464 159.4225
77.636719 69.455 159.3888
78.002930 69.447 159.3425
78.369141 69.440 159.2773
78.735352 69.432 159.1866
79.101562 69.423 159.0661
79.467773 69.411 158.9172
79.833984 69.396 158.7482
80.200195 69.376 158.5721
80.566406 69.353 158.4017
80.932617 69.330 158.2442
81.298828 69.308 158.0984
81.665039 69.289 157.9555
82.031250 69.274 157.8044
82.397461 69.263 157.6362
82.763672 69.255 157.4482
83.129883 69.247 157.2440
83.496094 69.239 157.0313
83.862305 69.230 156.8192
84.228516 69.218 156.6165
84.594727 69.205 156.4313
84.960938 69.189 156.2706
85.327148 69.172 156.1396
85.693359 69.153 156.0399
86.059570 69.135 155.9680
86.425781 69.116 155.9163
86.791992 69.096 155.8762
87.158203 69.076 155.8420
87.524414 69.053 155.8130
87.890625 69.028 155.7918
88.256836 69.002 155.7797
88.623047 68.977 155.7719
88.989258 68.955 155.7552
89.355469 68.936 155.7117
89.721680 68.920 155.6251
90.087891 68.903 155.4886
90.454102 68.883 155.3078
90.820312 68.859 155.0997
91.186523 68.829 154.8858
91.552734 68.796 154.6854
91.918945 68.761 154.5102
92.285156 68.727 154.3638
92.651367 68.695 154.2427
93.017578 68.666 154.1408
93.383789 68.642 154.0510
93.750000 68.622 153.9677
94.116211 68.606 153.8872
94.482422 68.591 153.8071
94.848633 68.579 153.7271
95.214844 68.567 153.6487
95.581055 68.554 153.5748
95.947266 68.540 153.5090
96.313477 68.525 153.4549
96.679688 68.509 153.4139
97.045898 68.492 153.3851
97.412109 68.474 153.3642
97.778320 68.457 153.3447
98.144531 68.439 153.3198
98.510742 68.420 153.2840
98.876953 68.400 153.2355
99.243164 68.377 153.1762
99.609375 68.352 153.1110
99.975586 68.325 153.0454
100.341797 68.297 152.9841
100.708008 68.268 152.9295
101.074219 68.239 152.8819
101.440430 68.212 152.8403
101.806641 68.185 152.8038
102.172852 68.161 152.7719
102.539062 68.138 152.7446
102.905273 68.117 152.7218
103.271484 68.098 152.7031
103.637695 68.081 152.6874
104.003906 68.066 152.6732
104.370117 68.053 152.6589
104.736328 68.040 152.6430
105.102539 68.028 152.6248
105.468750 68.016 152.6039
105.834961 68.003 152.5802
106.201172 67.990 152.5539
106.567383 67.976 152.5253
106.933594 67.960 152.4946
107.299805 67.944 152.4620
107.666016 67.926 152.4276
108.032227 67.906 152.3918
108.398438 67.886 152.3553
108.764648 67.864 152.3194
109.130859 67.841 152.2853
109.497070 67.817 152.2544
109.863281 67.793 152.2274
110.229492 67.770 152.2045
110.595703 67.747 152.1851
110.961914 67.726 152.1685
111.328125 67.706 152.1542
111.694336 67.688 152.1418
112.060547 67.672 152.1312
112.426758 67.658 152.1219
112.792969 67.647 152.1129
113.159180 67.638 152.1030
113.525391 67.632 152.0903
113.891602 67.627 152.0732
114.257812 67.623 152.0503
114.624023 67.621 152.0208
114.990234 67.618 151.9845
115.356445 67.616 151.9416
115.722656 67.612 151.8928
116.088867 67.607 151.8392
116.455078 67.599 151.7825
116.821289 67.590 151.7245
117.187500 67.579 151.6670
117.553711 67.565 151.6112
117.919922 67.549 151.5577
118.286133 67.532 151.5059
118.652344 67.514 151.4547
119.018555 67.495 151.4020
119.384766 67.475 151.3459
119.750977 67.455 151.2844
120.117188 67.434 151.2170
120.483398 67.411 151.1440
120.849609 67.388 151.0674
121.215820 67.364 150.9903
121.582031 67.340 150.9161
121.948242 67.315 150.8481
122.314453 67.289 150.7888
122.680664 67.265 150.7397
123.046875 67.241 150.7012
123.413086 67.219 150.6730
123.779297 67.198 150.6546
124.145508 67.179 150.6457
124.511719 67.160 150.6460
124.877930 67.143 150.6552
125.244141 67.127 150.6726
125.610352 67.111 150.6971
125.976562 67.097 150.7270
126.342773 67.083 150.7606
126.708984 67.069 150.7964
127.075195 67.055 150.8335
127.441406 67.040 150.8712
127.807617 67.024 150.9099
128.173828 67.008 150.9501
128.540039 66.990 150.9927
128.906250 66.971 151.0385
129.272461 66.952 151.0882
129.638672 66.931 151.1427
130.004883 66.911 151.2028
130.371094 66.891 151.2691
130.737305 66.872 151.3419
131.103516 66.855 151.4207
131.469727 66.840 151.5038
131.835938 66.827 151.5886
132.202148 66.817 151.6713
132.568359 66.811 151.7480
132.934570 66.808 151.8150
133.300781 66.807 151.8697
133.666992 66.808 151.9106
134.033203 66.810 151.9382
134.399414 66.814 151.9538
134.765625 66.817 151.9596
135.131836 66.820 151.9578
135.498047 66.823 151.9503
135.864258 66.826 151.9383
136.230469 66.828 151.9223
136.596680 66.829 151.9021
136.962891 66.829 151.8773
137.329102 66.828 151.8474
137.695312 66.826 151.8120
138.061523 66.821 151.7712
138.427734 66.815 151.7258
138.793945 66.807 151.6767
139.160156 66.796 151.6252
139.526367 66.784 151.5727
139.892578 66.770 151.5199
140.258789 66.755 151.4674
140.625000 66.739 151.4148
140.991211 66.723 151.3618
141.357422 66.706 151.3078
141.723633 66.690 151.2527
142.089844 66.674 151.1970
142.456055 66.658 151.1415
142.822266 66.643 151.0874
143.188477 66.629 151.0359
143.554688 66.615 150.9879
143.920898 66.603 150.9436
144.287109 66.592 150.9027
144.653320 66.583 150.8644
145.019531 66.575 150.8274
145.385742 66.568 150.7906
145.751953 66.561 150.7527
146.118164 66.556 150.7131
146.484375 66.550 150.6713
146.850586 66.545 150.6273
147.216797 66.538 150.5817
147.583008 66.530 150.5353
