frequency,raw
851.51,-0.70
860.02,-0.70
868.62,-0.67
877.31,-0.65
886.08,-0.62
894.94,-0.58
903.89,-0.53
912.93,-0.51
922.06,-0.44
931.28,-0.41
940.59,-0.35
950.00,-0.29
959.50,-0.23
969.09,-0.19
978.78,-0.13
988.57,-0.08
998.46,-0.01
1008.44,0.06
1018.53,0.14
1028.71,0.21
1039.00,0.30
1049.39,0.40
1059.88,0.49
1070.48,0.60
1081.19,0.69
1092.00,0.81
1102.92,0.90
1113.95,1.02
1125.09,1.11
1136.34,1.21
1147.70,1.33
1159.18,1.44
1170.77,1.55
1182.48,1.67
1194.30,1.78
1206.25,1.89
1218.31,2.00
1230.49,2.09
1242.80,2.20
1255.22,2.30
1267.78,2.39
1280.45,2.50
1293.26,2.60
1306.19,2.71
1319.25,2.81
1332.45,2.89
1345.77,2.99
1359.23,3.07
1372.82,3.14
1386.55,3.21
1400.41,3.28
1414.42,3.36
1428.56,3.44
1442.85,3.50
1457.28,3.57
1471.85,3.62
1486.57,3.67
1501.43,3.71
1516.45,3.76
1531.61,3.80
1546.93,3.85
1562.40,3.87
1578.02,3.90
1593.80,3.95
1609.74,3.98
1625.84,4.00
1642.10,4.03
1658.52,4.07
1675.10,4.10
1691.85,4.13
1708.77,4.14
1725.86,4.17
1743.12,4.18
1760.55,4.20
1778.15,4.22
1795.94,4.25
1813.90,4.25
1832.03,4.24
1850.36,4.23
1868.86,4.22
1887.55,4.22
1906.42,4.21
1925.49,4.18
1944.74,4.17
1964.19,4.17
1983.83,4.17
2003.67,4.16
2023.71,4.14
2043.94,4.09
2064.38,4.08
2085.03,4.05
2105.88,4.04
2126.94,3.98
2148.20,3.94
2169.69,3.90
2191.38,3.84
2213.30,3.76
2235.43,3.67
2257.78,3.57
2280.36,3.47
2303.17,3.36
2326.20,3.23
2349.46,3.10
2372.95,2.97
2396.68,2.84
2420.65,2.72
2444.86,2.60
2469.31,2.46
2494.00,2.34
2518.94,2.23
2544.13,2.13
2569.57,2.03
2595.27,1.98
2621.22,1.92
2647.43,1.90
2673.90,1.90
2700.64,1.92
2727.65,1.95
2754.93,2.03
2782.48,2.15
2810.30,2.30
2838.40,2.48
2866.79,2.70
2895.46,2.94
2924.41,3.17
2953.65,3.47
2983.19,3.78
3013.02,4.12
3043.15,4.48
3073.58,4.84
3104.32,5.17
3135.36,5.53
3166.72,5.89
3198.38,6.24
3230.37,6.57
3262.67,6.84
3295.30,7.13
3328.25,7.40
3361.53,7.64
3395.15,7.88
3429.10,8.05
3463.39,8.19
3498.03,8.32
3533.01,8.43
3568.34,8.50
3604.02,8.54
3640.06,8.53
3676.46,8.50
3713.22,8.44
3750.36,8.37
3787.86,8.28
3825.74,8.19
3864.00,8.10
3902.64,8.01
3941.66,7.94
3981.08,7.83
4020.89,7.77
4061.10,7.68
4101.71,7.60
4142.73,7.53
4184.15,7.44
4226.00,7.36
4268.26,7.26
4310.94,7.16
4354.05,7.03
4397.59,6.90
4441.56,6.76
4485.98,6.57
4530.84,6.37
4576.15,6.16
4621.91,5.95
4668.13,5.71
4714.81,5.45
4761.96,5.21
4809.58,4.99
4857.67,4.76
4906.25,4.54
4955.31,4.38
5004.87,4.27
5054.91,4.20
5105.46,4.17
5156.52,4.18
5208.08,4.26
5260.16,4.38
5312.77,4.55
5365.89,4.77
5419.55,5.02
5473.75,5.28
5528.49,5.58
5583.77,5.88
5639.61,6.18
5696.00,6.51
5752.96,6.81
5810.49,7.05
5868.60,7.26
5927.28,7.45
5986.56,7.57
6046.42,7.67
6106.89,7.68
6167.96,7.59
6229.64,7.44
6291.93,7.24
6354.85,6.97
6418.40,6.67
6482.58,6.33
6547.41,5.97
6612.88,5.57
6679.01,5.20
6745.80,4.85
6813.26,4.55
6881.39,4.28
6950.21,4.07
7019.71,3.90
7089.91,3.76
7160.81,3.71
7232.41,3.70
7304.74,3.75
7377.79,3.86
7451.56,4.01
7526.08,4.17
7601.34,4.37
7677.35,4.55
7754.13,4.74
7831.67,4.89
7909.98,4.96
7989.08,4.95
8068.98,4.83
8149.67,4.63
8231.16,4.31
8313.47,3.90
8396.61,3.39
8480.57,2.80
8565.38,2.15
8651.03,1.53
8737.54,0.86
8824.92,0.21
8913.17,-0.45
9002.30,-1.07
9092.32,-1.63
9183.25,-2.10
9275.08,-2.56
9367.83,-2.95
9461.51,-3.27
9556.12,-3.54
9651.68,-3.76
9748.20,-3.90
9845.68,-3.99
9944.14,-4.02
10043.58,-3.98
10144.02,-3.88
10245.46,-3.74
10347.91,-3.52
10451.39,-3.24
10555.91,-2.92
10661.46,-2.53
10768.08,-2.16
10875.76,-1.77
10984.52,-1.40
11094.36,-1.10
11205.31,-0.91
11317.36,-0.78
11430.53,-0.75
11544.84,-0.87
11660.29,-1.07
11776.89,-1.36
11894.66,-1.70
12013.60,-2.03
12133.74,-2.40
12255.08,-2.77
12377.63,-3.12
12501.41,-3.46
12626.42,-3.80
12752.68,-4.10
12880.21,-4.40
13009.01,-4.70
13139.10,-4.99
13270.49,-5.27
13403.20,-5.57
13537.23,-5.89
13672.60,-6.20
13809.33,-6.54
13947.42,-6.93
14086.90,-7.27
14227.77,-7.66
14370.04,-8.04
14513.74,-8.42
14658.88,-8.78
14805.47,-9.09
14953.52,-9.39
15103.06,-9.64
15254.09,-9.82
15406.63,-9.91
15560.70,-9.92
15716.30,-9.84
15873.47,-9.64
16032.20,-9.38
16192.52,-8.97
16354.45,-8.49
16517.99,-7.93
16683.17,-7.29
16850.01,-6.68
17018.51,-6.07
17188.69,-5.59
17360.58,-5.24
17534.18,-5.16
17709.53,-5.36
17886.62,-5.91
18065.49,-6.83
18246.14,-8.25
18428.60,-9.94
18612.89,-11.28
18799.02,-12.27
18987.01,-13.27
19176.88,-14.25
19368.65,-15.69
19562.33,-16.98
19757.96,-18.15
19955.54,-19.33
