frequency,raw
20.00,5.06
20.20,5.06
20.40,5.07
20.61,5.11
20.81,5.15
21.02,5.20
21.23,5.25
21.44,5.30
21.66,5.34
21.87,5.39
22.09,5.44
22.31,5.49
22.54,5.53
22.76,5.57
22.99,5.62
23.22,5.64
23.45,5.68
23.69,5.72
23.92,5.74
24.16,5.76
24.40,5.79
24.65,5.83
24.89,5.84
25.14,5.86
25.39,5.91
25.65,5.93
25.91,5.94
26.16,5.97
26.43,5.98
26.69,6.02
26.96,6.02
27.23,6.05
27.50,6.07
27.77,6.10
28.05,6.11
28.33,6.12
28.62,6.13
28.90,6.17
29.19,6.19
29.48,6.20
29.78,6.22
30.08,6.23
30.38,6.24
30.68,6.27
30.99,6.30
31.30,6.31
31.61,6.31
31.93,6.33
32.24,6.34
32.57,6.38
32.89,6.41
33.22,6.41
33.55,6.42
33.89,6.45
34.23,6.48
34.57,6.50
34.92,6.51
35.27,6.51
35.62,6.51
35.97,6.51
36.33,6.52
36.70,6.56
37.06,6.57
37.43,6.57
37.81,6.58
38.19,6.59
38.57,6.60
38.95,6.62
39.34,6.62
39.74,6.59
40.14,6.61
40.54,6.62
40.94,6.62
41.35,6.62
41.76,6.62
42.18,6.62
42.60,6.62
43.03,6.62
43.46,6.62
43.90,6.61
44.33,6.60
44.78,6.59
45.23,6.59
45.68,6.57
46.13,6.57
46.60,6.57
47.06,6.57
47.53,6.57
48.01,6.57
48.49,6.57
48.97,6.57
49.46,6.54
49.96,6.54
50.46,6.54
50.96,6.52
51.47,6.51
51.99,6.51
52.51,6.51
53.03,6.50
53.56,6.49
54.10,6.47
54.64,6.45
55.18,6.44
55.74,6.42
56.29,6.41
56.86,6.41
57.42,6.38
58.00,6.37
58.58,6.33
59.16,6.33
59.76,6.33
60.35,6.29
60.96,6.28
61.57,6.27
62.18,6.23
62.80,6.23
63.43,6.22
64.07,6.20
64.71,6.18
65.35,6.18
66.01,6.16
66.67,6.13
67.33,6.12
68.01,6.12
68.69,6.11
69.37,6.08
70.07,6.05
70.77,6.02
71.48,6.02
72.19,6.02
72.91,6.01
73.64,5.97
74.38,5.97
75.12,5.92
75.87,5.91
76.63,5.87
77.40,5.84
78.17,5.81
78.95,5.80
79.74,5.75
80.54,5.72
81.35,5.69
82.16,5.65
82.98,5.63
83.81,5.60
84.65,5.56
85.50,5.53
86.35,5.50
87.22,5.46
88.09,5.42
88.97,5.39
89.86,5.34
90.76,5.33
91.66,5.29
92.58,5.24
93.51,5.23
94.44,5.19
95.39,5.16
96.34,5.13
97.30,5.11
98.28,5.07
99.26,5.05
100.25,5.01
101.25,4.99
102.27,4.96
103.29,4.94
104.32,4.89
105.37,4.85
106.42,4.83
107.48,4.78
108.56,4.73
109.64,4.69
110.74,4.65
111.85,4.60
112.97,4.55
114.10,4.50
115.24,4.46
116.39,4.42
117.55,4.37
118.73,4.33
119.92,4.28
121.12,4.24
122.33,4.20
123.55,4.16
124.79,4.11
126.03,4.07
127.29,4.02
128.57,3.98
129.85,3.95
131.15,3.92
132.46,3.88
133.79,3.84
135.12,3.78
136.48,3.74
137.84,3.69
139.22,3.65
140.61,3.60
142.02,3.56
143.44,3.51
144.87,3.46
146.32,3.40
147.78,3.36
149.26,3.30
150.75,3.25
152.26,3.19
153.78,3.13
155.32,3.09
156.88,3.04
158.44,3.00
160.03,2.96
161.63,2.90
163.24,2.84
164.88,2.77
166.53,2.72
168.19,2.67
169.87,2.62
171.57,2.57
173.29,2.51
175.02,2.47
176.77,2.40
178.54,2.37
180.32,2.32
182.13,2.27
183.95,2.21
185.79,2.16
187.65,2.10
189.52,2.06
191.42,2.01
193.33,1.96
195.27,1.91
197.22,1.86
199.19,1.80
201.18,1.76
203.19,1.71
205.23,1.64
207.28,1.59
209.35,1.54
211.44,1.47
213.56,1.43
215.69,1.36
217.85,1.33
220.03,1.28
222.23,1.22
224.45,1.17
226.70,1.13
228.96,1.09
231.25,1.03
233.57,0.98
235.90,0.93
238.26,0.88
240.64,0.83
243.05,0.78
245.48,0.75
247.93,0.70
250.41,0.65
252.92,0.59
255.45,0.55
258.00,0.50
260.58,0.46
263.19,0.41
265.82,0.36
268.48,0.31
271.16,0.27
273.87,0.23
276.61,0.18
279.38,0.14
282.17,0.10
284.99,0.05
287.84,0.01
290.72,-0.01
293.63,-0.06
296.57,-0.10
299.53,-0.12
302.53,-0.15
305.55,-0.18
308.61,-0.23
311.69,-0.24
314.81,-0.28
317.96,-0.32
321.14,-0.35
324.35,-0.39
327.59,-0.42
330.87,-0.45
334.18,-0.48
337.52,-0.50
340.90,-0.53
344.30,-0.56
347.75,-0.59
351.23,-0.61
354.74,-0.63
358.28,-0.65
361.87,-0.66
365.49,-0.69
369.14,-0.70
372.83,-0.70
376.56,-0.73
380.33,-0.75
384.13,-0.77
387.97,-0.80
391.85,-0.80
395.77,-0.80
399.73,-0.80
403.72,-0.83
407.76,-0.86
411.84,-0.87
415.96,-0.91
420.12,-0.91
424.32,-0.91
428.56,-0.91
432.85,-0.91
437.18,-0.92
441.55,-0.94
445.96,-0.96
450.42,-0.96
454.93,-0.96
459.48,-0.96
464.07,-0.96
468.71,-0.97
473.40,-0.99
478.13,-0.99
482.91,-1.00
487.74,-1.01
492.62,-1.01
497.55,-1.01
502.52,-1.01
507.55,-1.01
512.62,-1.01
517.75,-1.01
522.93,-1.01
528.16,-1.01
533.44,-1.01
538.77,-1.01
544.16,-1.01
549.60,-1.01
555.10,-1.01
560.65,-1.01
566.25,-1.01
571.92,-1.01
577.64,-1.01
583.41,-1.01
589.25,-1.00
595.14,-0.99
601.09,-1.01
607.10,-1.01
613.17,-1.00
619.30,-0.99
625.50,-0.99
631.75,-0.99
638.07,-0.99
644.45,-0.99
650.89,-0.99
657.40,-0.99
663.98,-0.99
670.62,-0.99
677.32,-0.99
684.10,-0.97
690.94,-0.96
697.85,-0.95
704.83,-0.93
711.87,-0.91
718.99,-0.91
726.18,-0.91
733.44,-0.91
740.78,-0.88
748.19,-0.87
755.67,-0.86
763.23,-0.83
770.86,-0.80
778.57,-0.80
786.35,-0.80
794.22,-0.77
802.16,-0.75
810.18,-0.74
818.28,-0.73
826.46,-0.73
834.73,-0.72
843.08,-0.71
