* Measurement data measured by REW V5.20.5
* Source:
* Format:
* Dated: 2022/05/06 18:11:36
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: OLA R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1.000000 55.656 -13.2907
1.015000 55.410 -13.1973
1.030000 55.170 -13.1727
1.044000 54.953 -13.2172
1.060000 54.715 -13.3543
1.075000 54.503 -13.5727
1.090000 54.301 -13.8843
1.106000 54.100 -14.3160
1.120000 53.940 -14.7255
1.138000 53.754 -15.2850
1.150000 53.640 -15.6817
1.172000 53.451 -16.4664
1.180000 53.387 -16.7722
1.206000 53.196 -17.8519
1.220000 53.100 -18.4930
1.241000 52.961 -19.5425
1.250000 52.903 -20.0269
1.265000 52.806 -20.8839
1.280000 52.708 -21.8064
1.315000 52.461 -24.2374
1.320000 52.424 -24.6188
1.340000 52.262 -26.2356
1.360000 52.083 -28.0060
1.380000 51.881 -29.9399
1.400000 51.652 -32.0472
1.430000 51.250 -35.5549
1.450000 50.936 -38.1388
1.475000 50.483 -41.6735
1.500000 49.934 -45.6413
1.525000 49.298 -50.0212
1.550000 48.591 -54.7643
1.575000 47.831 -59.8217
1.600000 47.033 -65.1445
1.625000 46.214 -70.6839
1.650000 45.390 -76.3910
1.675000 44.579 -82.2170
1.700000 43.797 -88.1130
1.725000 43.060 -94.0300
1.750000 42.384 -99.9193
1.775000 41.788 -105.7319
1.800000 41.286 -111.4191
1.825000 40.895 -116.9318
1.850000 40.619 -122.3550
1.875000 40.429 -127.9593
1.900000 40.316 -133.7119
1.925000 40.271 -139.5666
1.950000 40.287 -145.4770
1.975000 40.355 -151.3967
2.000000 40.467 -157.2794
2.030000 40.648 -164.2245
2.060000 40.867 -170.9695
2.090000 41.109 -177.4342
2.120000 41.362 176.4613
2.140000 41.528 172.6313
2.180000 41.839 165.6535
2.200000 41.975 162.5526
2.240000 42.299 157.0847
2.270000 42.604 153.5397
2.300000 42.948 150.4084
2.330000 43.317 147.6343
2.360000 43.698 145.1609
2.400000 44.201 142.2330
2.430000 44.558 140.2414
2.470000 44.980 137.7509
2.500000 45.240 135.9334
2.540000 45.484 133.4699
2.580000 45.588 130.8932
2.620000 45.573 128.5720
2.650000 45.497 127.0238
2.690000 45.324 125.1551
2.720000 45.151 123.8581
2.760000 44.877 122.2065
2.800000 44.569 120.5732
2.850000 44.163 118.4404
2.900000 43.767 116.0661
2.950000 43.426 113.3810
3.000000 43.213 110.9259
3.040000 43.098 109.0835
3.070000 43.014 107.6863
3.110000 42.870 105.6973
3.150000 42.649 103.4434
3.200000 42.198 100.0533
3.250000 41.473 95.7866
3.300000 40.384 90.3872
3.350000 38.632 83.8261
3.400000 36.249 76.3100
3.450000 33.529 67.9956
3.500000 30.769 59.0398
3.550000 28.264 49.5992
3.600000 26.311 39.8307
3.650000 25.204 29.8909
3.700000 25.176 19.4588
3.750000 26.081 7.7646
3.820000 28.417 -9.7354
3.870000 30.493 -22.2692
3.950000 33.800 -40.8077
4.000000 35.449 -50.5614
4.060000 36.686 -59.6942
4.120000 37.516 -66.8326
4.180000 38.095 -72.3679
4.250000 38.565 -77.1281
4.310000 38.886 -80.0344
4.370000 39.218 -82.1174
4.440000 39.669 -83.4600
4.500000 40.003 -83.0480
4.550000 40.247 -81.8522
4.620000 40.553 -79.3624
4.680000 40.798 -76.9230
4.750000 41.087 -74.3066
4.820000 41.367 -72.0778
4.870000 41.541 -70.3771
4.940000 41.770 -67.8442
5.000000 41.976 -65.5448
5.080000 42.296 -62.3157
5.150000 42.651 -59.3359
5.220000 43.076 -56.0109
5.300000 43.620 -51.9391
5.380000 44.197 -47.8838
5.450000 44.704 -44.6005
5.520000 45.196 -41.7633
5.600000 45.776 -38.9128
5.700000 46.512 -35.7799
5.800000 47.215 -33.0370
5.900000 47.845 -30.6228
6.000000 48.417 -28.6877
6.080000 48.838 -27.3738
6.150000 49.182 -26.2851
6.220000 49.502 -25.1633
6.300000 49.835 -23.8326
6.400000 50.202 -22.2131
6.500000 50.529 -20.6422
6.600000 50.828 -19.1188
6.700000 51.095 -17.6394
6.800000 51.329 -16.2070
6.900000 51.542 -14.8287
7.000000 51.744 -13.5043
7.100000 51.930 -12.1992
7.200000 52.100 -10.9645
7.300000 52.254 -9.8687
7.400000 52.395 -8.9574
7.500000 52.519 -8.1982
7.620000 52.649 -7.4546
7.750000 52.765 -6.8247
7.880000 52.852 -6.4067
8.000000 52.915 -6.1534
8.120000 52.968 -5.9735
8.250000 53.005 -5.8885
8.380000 53.040 -5.8996
8.500000 53.083 -5.9664
8.620000 53.128 -6.0872
8.750000 53.191 -6.3404
8.850000 53.258 -6.6483
9.000000 53.383 -7.2518
9.120000 53.498 -7.9355
9.250000 53.637 -8.9457
9.380000 53.793 -10.2035
9.500000 53.932 -11.5670
9.620000 54.058 -13.1460
9.750000 54.187 -15.0930
9.880000 54.288 -17.1416
10.000000 54.347 -19.1118
10.150000 54.384 -21.6733
10.300000 54.383 -24.0693
10.440000 54.336 -26.1816
10.600000 54.268 -28.3328
10.750000 54.209 -29.9568
10.900000 54.156 -31.2638
11.060000 54.155 -32.3301
11.200000 54.197 -32.9474
11.380000 54.316 -33.6160
11.500000 54.444 -33.9969
11.720000 54.749 -34.7817
11.800000 54.879 -35.1887
12.060000 55.354 -36.8708
12.200000 55.605 -38.1064
12.410000 55.969 -40.3190
12.500000 56.100 -41.3315
12.650000 56.291 -43.1593
12.800000 56.446 -44.9946
13.150000 56.647 -48.9385
13.200000 56.663 -49.4215
13.400000 56.695 -51.1406
13.600000 56.701 -52.4568
13.800000 56.690 -53.3276
14.000000 56.679 -53.8341
14.300000 56.670 -53.9628
14.500000 56.671 -53.7211
14.750000 56.692 -53.0693
15.000000 56.748 -52.0494
15.250000 56.882 -50.6692
15.500000 57.119 -49.1481
15.750000 57.464 -47.6946
16.000000 57.904 -46.7220
16.250000 58.389 -46.5750
16.500000 58.883 -47.3612
16.750000 59.334 -49.1465
17.000000 59.690 -51.6605
17.250000 59.931 -54.6777
17.500000 60.037 -57.9071
17.750000 60.018 -60.9623
18.000000 59.898 -63.6509
18.250000 59.703 -65.7675
18.500000 59.493 -67.2075
18.750000 59.305 -68.0666
19.000000 59.171 -68.4386
19.250000 59.114 -68.6213
19.500000 59.121 -68.7899
19.750000 59.183 -69.0795
20.000000 59.274 -69.5752
20.299999 59.400 -70.3923
20.600000 59.530 -71.4030
20.900000 59.661 -72.5532
21.200001 59.792 -73.8260
21.400000 59.876 -74.7426
21.799999 60.021 -76.6906
22.000000 60.074 -77.6731
22.400000 60.136 -79.5020
22.700001 60.161 -80.6180
23.000000 60.191 -81.4341
23.299999 60.246 -81.9968
23.600000 60.336 -82.4294
24.000000 60.509 -83.0483
24.299999 60.662 -83.6993
24.700001 60.860 -84.8742
25.000000 60.981 -85.9254
25.400000 61.098 -87.4147
25.799999 61.174 -88.8581
26.200001 61.223 -90.1730
26.500000 61.247 -91.0624
26.900000 61.272 -92.1243
27.200001 61.289 -92.8391
27.600000 61.318 -93.7125
28.000000 61.359 -94.5596
28.500000 61.431 -95.7082
29.000000 61.510 -97.0330
29.500000 61.579 -98.4686
30.000000 61.629 -99.8812
30.400000 61.665 -100.9541
30.700001 61.696 -101.7333
31.100000 61.739 -102.7475
31.500000 61.781 -103.7161
32.000000 61.834 -104.8170
32.500000 61.904 -105.8165
33.000000 61.992 -106.8428
33.500000 62.069 -107.9716
34.000000 62.111 -109.0721
34.500000 62.132 -109.8963
35.000000 62.175 -110.3745
35.500000 62.278 -110.7542
36.000000 62.427 -111.3816
36.500000 62.573 -112.3832
37.000000 62.677 -113.6165
37.500000 62.740 -114.8691
38.200001 62.794 -116.4551
38.700001 62.825 -117.4504
39.500000 62.855 -118.7990
40.000000 62.865 -119.5173
40.599998 62.877 -120.3474
41.200001 62.878 -121.2263
41.799999 62.863 -122.1504
42.500000 62.835 -123.1864
43.099998 62.823 -123.9645
43.700001 62.842 -124.7215
44.400002 62.892 -125.8152
45.000000 62.921 -126.9648
45.500000 62.921 -127.8868
46.200001 62.917 -128.8832
46.799999 62.948 -129.5417
47.500000 63.023 -130.3651
48.200001 63.105 -131.2756
48.700001 63.158 -131.9208
49.400002 63.215 -132.8281
50.000000 63.234 -133.6005
50.799999 63.227 -134.4537
51.500000 63.233 -135.0648
52.200001 63.263 -135.8116
53.000000 63.300 -136.8824
53.799999 63.337 -137.9688
54.500000 63.386 -138.9536
55.200001 63.437 -139.9854
56.000000 63.501 -140.9933
57.000000 63.646 -142.0724
58.000000 63.791 -143.5899
59.000000 63.797 -145.1171
60.000000 63.720 -145.8108
60.799999 63.689 -145.8733
61.500000 63.705 -145.9169
62.200001 63.731 -146.2128
63.000000 63.715 -146.7900
64.000000 63.643 -147.1911
65.000000 63.655 -147.3135
66.000000 63.721 -147.9861
67.000000 63.738 -148.9305
68.000000 63.720 -149.7393
69.000000 63.680 -150.2748
70.000000 63.670 -150.5166
71.000000 63.709 -150.9445
72.000000 63.737 -151.6808
73.000000 63.742 -152.3890
74.000000 63.767 -152.9311
75.000000 63.828 -153.4547
76.199997 63.896 -154.1135
77.500000 63.934 -154.6477
78.800003 63.944 -155.0773
80.000000 63.928 -155.5083
81.199997 63.890 -155.8628
82.500000 63.882 -156.1635
83.800003 63.921 -156.5881
85.000000 63.971 -157.0217
86.199997 64.010 -157.3781
87.500000 64.037 -157.6543
88.500000 64.037 -157.9195
90.000000 63.993 -158.3209
91.199997 63.967 -158.5258
92.500000 63.995 -158.8386
93.800003 64.037 -159.6063
95.000000 64.016 -160.3835
96.199997 63.981 -160.7511
97.500000 63.983 -161.0729
98.800003 63.973 -161.6570
100.000000 63.927 -162.0703
101.500000 63.928 -162.2387
103.000000 63.981 -162.5312
104.400002 64.032 -162.7283
106.000000 64.072 -162.9193
107.500000 64.068 -163.0465
109.000000 64.046 -163.1954
110.599998 64.025 -163.5318
112.000000 64.016 -164.0422
113.800003 64.013 -164.6801
115.000000 64.033 -164.9904
117.199997 64.070 -165.4999
118.000000 64.067 -165.6141
120.599998 64.039 -165.7601
122.000000 64.029 -165.9564
124.099998 64.000 -166.4918
125.000000 63.982 -166.6899
126.500000 63.956 -166.9480
128.000000 63.926 -167.1199
131.500000 63.915 -167.3553
132.000000 63.920 -167.4650
134.000000 63.934 -167.9183
136.000000 63.961 -168.1486
138.000000 63.995 -168.2604
140.000000 64.011 -168.3788
143.000000 64.001 -169.0793
145.000000 63.954 -169.5546
147.500000 63.906 -170.0094
150.000000 63.868 -170.3452
152.500000 63.836 -170.6992
155.000000 63.773 -170.7291
157.500000 63.721 -170.5394
160.000000 63.641 -170.8542
162.500000 63.512 -171.1744
165.000000 63.399 -171.1852
167.500000 63.294 -170.7684
170.000000 63.191 -170.0045
172.500000 63.135 -168.8378
175.000000 63.180 -167.6569
177.500000 63.302 -166.7460
180.000000 63.460 -166.2311
182.500000 63.607 -166.1442
185.000000 63.710 -166.4142
187.500000 63.781 -166.8685
190.000000 63.835 -167.4459
192.500000 63.877 -167.9757
195.000000 63.919 -168.3954
197.500000 63.936 -168.7340
200.000000 63.933 -168.9828
203.000000 63.943 -169.3528
206.000000 63.977 -169.6964
209.000000 63.990 -169.9289
212.000000 63.969 -170.1819
214.000000 63.952 -170.3469
218.000000 63.941 -170.4937
220.000000 63.932 -170.5737
224.000000 63.913 -170.8633
227.000000 63.911 -171.0477
230.000000 63.898 -171.1793
233.000000 63.874 -171.3033
236.000000 63.870 -171.4496
240.000000 63.877 -171.7181
243.000000 63.876 -171.8367
247.000000 63.861 -171.9251
250.000000 63.831 -172.0343
254.000000 63.799 -172.1025
258.000000 63.782 -172.0658
262.000000 63.770 -172.1526
265.000000 63.780 -172.2265
269.000000 63.795 -172.2306
272.000000 63.777 -172.2501
276.000000 63.722 -172.2480
280.000000 63.678 -172.2775
285.000000 63.653 -172.5215
290.000000 63.632 -172.7139
295.000000 63.618 -172.4667
300.000000 63.658 -172.2450
304.000000 63.652 -172.1158
307.000000 63.629 -171.9749
