* Measurement data measured by REW V5.20.5
* Source:
* Format:
* Dated: 2022/05/06 18:13:50
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 0.0 dB
* Note:
* Measurement: OLA L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1.000000 54.591 -12.0629
1.015000 54.309 -12.9348
1.030000 54.036 -13.6835
1.044000 53.790 -14.2540
1.060000 53.521 -14.7334
1.075000 53.283 -14.9957
1.090000 53.060 -15.0568
1.106000 52.839 -14.9119
1.120000 52.663 -14.7805
1.138000 52.460 -14.6403
1.150000 52.336 -14.5535
1.172000 52.131 -14.3803
1.180000 52.063 -14.3057
1.206000 51.859 -13.9847
1.220000 51.758 -13.7431
1.241000 51.614 -13.2584
1.250000 51.554 -12.9973
1.265000 51.455 -12.4793
1.280000 51.356 -11.8454
1.315000 51.111 -9.8339
1.320000 51.074 -9.4779
1.340000 50.915 -7.8607
1.360000 50.739 -5.9088
1.380000 50.542 -3.5881
1.400000 50.318 -0.8642
1.430000 49.923 4.0524
1.450000 49.615 7.9340
1.475000 49.167 13.5834
1.500000 48.622 20.5997
1.525000 47.989 28.9051
1.550000 47.285 38.2811
1.575000 46.528 48.5098
1.600000 45.734 59.3727
1.625000 44.921 70.6517
1.650000 44.106 82.1285
1.675000 43.306 93.5849
1.700000 42.539 104.8028
1.725000 41.822 115.5638
1.750000 41.172 125.6497
1.775000 40.605 134.8423
1.800000 40.141 142.9234
1.825000 39.795 149.6748
1.850000 39.573 155.1156
1.875000 39.451 159.7377
1.900000 39.418 163.6263
1.925000 39.462 166.8447
1.950000 39.574 169.4565
1.975000 39.744 171.5250
2.000000 39.960 173.1138
2.030000 40.266 174.4765
2.060000 40.608 175.3495
2.090000 40.966 175.8426
2.120000 41.323 176.0653
2.140000 41.552 176.1177
2.180000 41.963 176.1385
2.200000 42.135 176.1675
2.240000 42.501 175.4112
2.270000 42.816 173.9983
2.300000 43.155 172.0220
2.330000 43.507 169.6276
2.360000 43.864 166.9604
2.400000 44.330 163.2309
2.430000 44.659 160.4923
2.470000 45.052 157.1951
2.500000 45.301 155.1761
2.540000 45.551 153.3660
2.580000 45.687 152.8290
2.620000 45.707 153.3012
2.650000 45.657 154.1651
2.690000 45.525 155.8557
2.720000 45.390 157.4318
2.760000 45.178 159.8031
2.800000 44.954 162.3218
2.850000 44.693 165.4100
2.900000 44.495 168.1109
2.950000 44.427 170.1416
3.000000 44.434 171.8331
3.040000 44.444 173.0626
3.070000 44.453 173.9357
3.110000 44.466 175.0623
3.150000 44.479 176.1782
3.200000 44.494 177.6112
3.250000 44.504 179.1503
3.300000 44.508 -179.1360
3.350000 44.513 -177.2019
3.400000 44.514 -175.0974
3.450000 44.514 -172.8961
3.500000 44.514 -170.6715
3.550000 44.515 -168.4972
3.600000 44.520 -166.4467
3.650000 44.531 -164.5938
3.700000 44.558 -162.9821
3.750000 44.614 -161.5544
3.820000 44.714 -159.7790
3.870000 44.778 -158.6118
3.950000 44.821 -156.7990
4.000000 44.786 -155.6329
4.060000 44.658 -154.2460
4.120000 44.455 -153.3126
4.180000 44.192 -152.5707
4.250000 43.827 -151.4569
4.310000 43.479 -149.8694
4.370000 43.113 -147.3098
4.440000 42.625 -142.7244
4.500000 42.061 -137.6336
4.550000 41.548 -132.7639
4.620000 40.870 -125.2660
4.680000 40.426 -118.4653
4.750000 40.199 -110.4292
4.820000 40.365 -101.9967
4.870000 40.675 -95.3428
4.940000 41.302 -85.6731
5.000000 41.958 -77.5406
5.080000 42.897 -67.7335
5.150000 43.696 -60.8236
5.220000 44.594 -55.1552
5.300000 45.723 -49.8156
5.380000 46.860 -45.5290
5.450000 47.775 -42.5094
5.520000 48.548 -40.1173
5.600000 49.312 -38.6701
5.700000 50.138 -38.2217
5.800000 50.847 -38.1873
5.900000 51.459 -37.5282
6.000000 51.950 -36.6677
6.080000 52.268 -35.9562
6.150000 52.505 -35.2894
6.220000 52.717 -34.5587
6.300000 52.919 -33.6559
6.400000 53.099 -32.4531
6.500000 53.226 -31.1252
6.600000 53.334 -29.6258
6.700000 53.411 -27.9097
6.800000 53.454 -26.0244
6.900000 53.490 -24.0546
7.000000 53.539 -22.0566
7.100000 53.592 -19.9155
7.200000 53.646 -17.7565
7.300000 53.704 -15.7632
7.400000 53.770 -14.0368
7.500000 53.845 -12.4792
7.620000 53.932 -10.8473
7.750000 54.007 -9.4069
7.880000 54.068 -8.3222
8.000000 54.108 -7.5640
8.120000 54.124 -6.9901
8.250000 54.112 -6.6354
8.380000 54.085 -6.4142
8.500000 54.052 -6.2163
8.620000 54.003 -6.0753
8.750000 53.956 -5.9600
8.850000 53.936 -5.8698
9.000000 53.917 -5.7325
9.120000 53.928 -5.6981
9.250000 53.979 -5.7762
9.380000 54.064 -5.9469
9.500000 54.166 -6.2728
9.620000 54.293 -6.8058
9.750000 54.457 -7.5818
9.880000 54.627 -8.5856
10.000000 54.783 -9.7397
10.150000 54.980 -11.4586
10.300000 55.162 -13.3987
10.440000 55.315 -15.4290
10.600000 55.476 -17.9279
10.750000 55.616 -20.3943
10.900000 55.741 -22.9772
11.060000 55.853 -25.7382
11.200000 55.933 -28.1881
11.380000 55.999 -31.2112
11.500000 56.012 -33.1387
11.720000 55.989 -36.3568
11.800000 55.967 -37.3727
12.060000 55.858 -40.1349
12.200000 55.803 -41.1781
12.410000 55.729 -42.2078
12.500000 55.715 -42.4838
12.650000 55.710 -42.6754
12.800000 55.739 -42.7073
13.150000 55.973 -42.5239
13.200000 56.020 -42.5327
13.400000 56.253 -42.6683
13.600000 56.500 -43.0779
13.800000 56.745 -43.8376
14.000000 56.951 -44.7940
14.300000 57.167 -46.4633
14.500000 57.236 -47.4777
14.750000 57.274 -48.4203
15.000000 57.283 -48.9206
15.250000 57.335 -48.9601
15.500000 57.443 -48.9564
15.750000 57.607 -48.9207
16.000000 57.791 -49.2674
16.250000 57.957 -50.0312
16.500000 58.089 -51.1633
16.750000 58.171 -52.5189
17.000000 58.207 -53.8268
17.250000 58.209 -54.9803
17.500000 58.192 -55.8566
17.750000 58.193 -56.5243
18.000000 58.224 -57.0973
18.250000 58.298 -57.7073
18.500000 58.406 -58.5250
18.750000 58.531 -59.5652
19.000000 58.657 -60.8400
19.250000 58.763 -62.2412
19.500000 58.849 -63.6680
19.750000 58.918 -65.0426
20.000000 58.982 -66.2884
20.299999 59.067 -67.6487
20.600000 59.167 -68.9280
20.900000 59.284 -70.2214
21.200001 59.410 -71.5950
21.400000 59.491 -72.5442
21.799999 59.637 -74.4441
22.000000 59.700 -75.3543
22.400000 59.812 -77.0334
22.700001 59.899 -78.1736
23.000000 59.993 -79.2418
23.299999 60.089 -80.2589
23.600000 60.179 -81.2220
24.000000 60.293 -82.3928
24.299999 60.379 -83.1642
24.700001 60.502 -84.0729
25.000000 60.604 -84.7305
25.400000 60.749 -85.6833
25.799999 60.890 -86.7847
26.200001 61.011 -87.9839
26.500000 61.083 -88.8791
26.900000 61.160 -90.0041
27.200001 61.211 -90.7891
27.600000 61.274 -91.7880
28.000000 61.335 -92.7801
28.500000 61.407 -94.0511
29.000000 61.476 -95.3748
29.500000 61.537 -96.7638
30.000000 61.574 -98.1649
30.400000 61.589 -99.2018
30.700001 61.602 -99.8924
31.100000 61.637 -100.7229
31.500000 61.696 -101.5531
32.000000 61.787 -102.7648
32.500000 61.858 -104.1534
33.000000 61.891 -105.4136
33.500000 61.915 -106.2855
34.000000 61.986 -106.8694
34.500000 62.111 -107.5363
35.000000 62.247 -108.5030
35.500000 62.343 -109.6490
36.000000 62.390 -110.6847
36.500000 62.407 -111.4312
37.000000 62.423 -111.8937
37.500000 62.459 -112.1779
38.200001 62.568 -112.5386
38.700001 62.687 -112.9836
39.500000 62.867 -114.3713
40.000000 62.925 -115.6270
40.599998 62.912 -117.2396
41.200001 62.833 -118.6038
41.799999 62.754 -119.5928
42.500000 62.738 -120.5699
43.099998 62.784 -121.6118
43.700001 62.831 -122.8280
44.400002 62.870 -124.0919
45.000000 62.923 -124.8687
45.500000 63.002 -125.4206
46.200001 63.145 -126.3211
46.799999 63.257 -127.3156
47.500000 63.330 -128.6178
48.200001 63.321 -129.7325
48.700001 63.283 -130.1982
49.400002 63.251 -130.4296
50.000000 63.277 -130.7111
50.799999 63.319 -131.8018
51.500000 63.287 -133.0674
52.200001 63.238 -134.0883
53.000000 63.253 -135.0531
53.799999 63.343 -136.0204
54.500000 63.482 -136.9206
55.200001 63.646 -138.1023
56.000000 63.772 -139.6176
57.000000 63.848 -140.9210
58.000000 63.858 -141.9509
59.000000 63.722 -142.1198
60.000000 63.734 -141.3346
60.799999 63.855 -141.8900
61.500000 63.851 -143.2384
62.200001 63.722 -144.3162
63.000000 63.579 -144.7095
64.000000 63.571 -144.9442
65.000000 63.666 -145.7180
66.000000 63.771 -146.7855
67.000000 63.844 -147.9131
68.000000 63.875 -148.8061
69.000000 63.889 -149.5385
70.000000 63.862 -150.2580
71.000000 63.811 -150.7357
72.000000 63.796 -151.1007
73.000000 63.813 -151.5937
74.000000 63.848 -152.1397
75.000000 63.900 -152.6211
76.199997 63.971 -153.0710
77.500000 64.033 -153.4297
78.800003 64.077 -153.8003
80.000000 64.089 -154.2484
81.199997 64.089 -154.7140
82.500000 64.079 -155.2775
83.800003 64.092 -155.5584
85.000000 64.162 -155.9433
86.199997 64.186 -156.6155
87.500000 64.151 -157.1309
88.500000 64.130 -157.4941
90.000000 64.083 -158.3796
91.199997 64.029 -158.9056
92.500000 64.032 -159.0214
93.800003 64.134 -159.0610
95.000000 64.239 -159.4052
96.199997 64.278 -159.8158
97.500000 64.240 -160.0103
98.800003 64.171 -159.8691
100.000000 64.154 -159.7647
101.500000 64.183 -160.3810
103.000000 64.187 -161.3972
104.400002 64.206 -162.2095
106.000000 64.235 -162.8602
107.500000 64.266 -163.1244
109.000000 64.274 -163.3113
110.599998 64.246 -163.4287
112.000000 64.223 -163.5864
113.800003 64.207 -163.9995
115.000000 64.209 -164.2959
117.199997 64.231 -164.8254
118.000000 64.233 -165.0053
120.599998 64.190 -165.4207
122.000000 64.167 -165.4758
124.099998 64.197 -165.5135
125.000000 64.230 -165.5823
126.500000 64.282 -165.8083
128.000000 64.294 -166.1115
131.500000 64.208 -166.7786
132.000000 64.200 -166.9183
134.000000 64.187 -167.5986
136.000000 64.197 -168.0794
138.000000 64.218 -168.1630
140.000000 64.224 -168.1641
143.000000 64.169 -168.7976
145.000000 64.149 -169.2280
147.500000 64.197 -169.7356
150.000000 64.203 -170.1034
152.500000 64.178 -170.1667
155.000000 64.174 -170.2881
157.500000 64.163 -170.3979
160.000000 64.114 -170.7224
162.500000 64.021 -171.2062
165.000000 63.975 -171.6466
167.500000 63.974 -171.9554
170.000000 63.926 -172.2722
172.500000 63.822 -172.5590
175.000000 63.742 -172.8878
177.500000 63.685 -173.0010
180.000000 63.601 -172.6039
182.500000 63.496 -171.7509
185.000000 63.442 -170.8904
187.500000 63.438 -170.2424
190.000000 63.476 -169.5051
192.500000 63.569 -168.9758
195.000000 63.692 -168.9572
197.500000 63.829 -169.2383
200.000000 63.926 -169.6702
203.000000 63.955 -170.0593
206.000000 63.985 -170.4221
209.000000 64.018 -170.8232
212.000000 64.038 -171.0653
214.000000 64.056 -171.2262
218.000000 64.090 -171.6833
220.000000 64.088 -171.8818
224.000000 64.066 -172.1891
227.000000 64.058 -172.3928
230.000000 64.054 -172.4940
233.000000 64.044 -172.5823
236.000000 64.017 -172.7831
240.000000 63.984 -173.1089
243.000000 63.984 -173.3542
247.000000 63.997 -173.5797
250.000000 64.005 -173.6451
