* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/02/11 21:35:23
* REW Settings:
*  C-weighting compensation: Off
*  Target level: -17.3 dB
* Note:
* Measurement: Z1R L Volume 20
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 68.331 -153.4056
20.299999 68.368 -153.8382
20.600000 68.407 -154.2678
20.900000 68.451 -154.7191
21.200001 68.496 -155.2142
21.400000 68.525 -155.5715
21.799999 68.574 -156.3315
22.000000 68.592 -156.7171
22.400000 68.615 -157.4508
22.700001 68.622 -157.9319
23.000000 68.630 -158.3377
23.299999 68.643 -158.6867
23.600000 68.665 -159.0122
24.000000 68.705 -159.4685
24.299999 68.736 -159.8564
24.700001 68.769 -160.4236
25.000000 68.784 -160.8453
25.400000 68.793 -161.3372
25.799999 68.803 -161.7130
26.200001 68.825 -162.0121
26.500000 68.852 -162.2436
26.900000 68.896 -162.6296
27.200001 68.927 -163.0000
27.600000 68.959 -163.5871
28.000000 68.974 -164.2238
28.500000 68.972 -165.0011
29.000000 68.955 -165.7094
29.500000 68.928 -166.3357
30.000000 68.896 -166.8406
30.400000 68.874 -167.1227
30.700001 68.867 -167.2638
31.100000 68.877 -167.4076
31.500000 68.911 -167.5857
32.000000 68.972 -167.9825
32.500000 69.028 -168.5989
33.000000 69.059 -169.3128
33.500000 69.067 -169.9814
34.000000 69.070 -170.5567
34.500000 69.074 -171.0804
35.000000 69.074 -171.5722
35.500000 69.068 -171.9880
36.000000 69.065 -172.2977
36.500000 69.076 -172.5600
37.000000 69.096 -172.8785
37.500000 69.110 -173.2790
38.200001 69.101 -173.8186
38.700001 69.087 -174.0930
39.500000 69.086 -174.4757
40.000000 69.095 -174.8118
40.599998 69.097 -175.3240
41.200001 69.085 -175.8656
41.799999 69.070 -176.3963
42.500000 69.054 -177.0427
43.099998 69.037 -177.6321
43.700001 69.013 -178.1825
44.400002 68.991 -178.6919
45.000000 68.995 -179.0623
45.500000 69.011 -179.4146
46.200001 69.030 179.9996
46.799999 69.030 179.5298
47.500000 69.023 179.1466
48.200001 69.022 178.8772
48.700001 69.021 178.7115
49.400002 69.018 178.5079
50.000000 69.017 178.2627
50.799999 68.976 177.6761
51.500000 68.855 177.2567
52.200001 68.705 177.4339
53.000000 68.629 178.1000
53.799999 68.664 178.3458
54.500000 68.708 178.0208
55.200001 68.734 177.3818
56.000000 68.725 176.4400
57.000000 68.645 175.5467
58.000000 68.607 175.3217
59.000000 68.650 174.9491
60.000000 68.652 174.3220
60.799999 68.617 174.0706
61.500000 68.597 174.0515
62.200001 68.599 174.0318
63.000000 68.608 173.8506
64.000000 68.601 173.4493
65.000000 68.574 172.9871
66.000000 68.535 172.5448
67.000000 68.504 172.1887
68.000000 68.488 171.8277
69.000000 68.477 171.4488
70.000000 68.464 171.0885
71.000000 68.449 170.7617
72.000000 68.432 170.4035
73.000000 68.393 170.0130
74.000000 68.337 169.7189
75.000000 68.285 169.4996
76.199997 68.234 169.2440
77.500000 68.205 168.9086
78.800003 68.186 168.3347
80.000000 68.142 167.8121
81.199997 68.100 167.4841
82.500000 68.064 167.1293
83.800003 68.005 166.7973
85.000000 67.950 166.6185
