* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/02/11 21:33:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: Z1R L Volume 80
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 97.272 -154.1580
20.299999 97.307 -154.6617
20.600000 97.339 -155.1643
20.900000 97.369 -155.6621
21.200001 97.399 -156.1517
21.400000 97.419 -156.4718
21.799999 97.458 -157.0953
22.000000 97.478 -157.3981
22.400000 97.515 -157.9864
22.700001 97.541 -158.4122
23.000000 97.568 -158.8256
23.299999 97.595 -159.2287
23.600000 97.623 -159.6233
24.000000 97.662 -160.1389
24.299999 97.690 -160.5202
24.700001 97.727 -161.0247
25.000000 97.754 -161.4019
25.400000 97.789 -161.9038
25.799999 97.821 -162.4033
26.200001 97.852 -162.8991
26.500000 97.873 -163.2679
26.900000 97.895 -163.7550
27.200001 97.909 -164.1170
27.600000 97.924 -164.5958
28.000000 97.937 -165.0695
28.500000 97.950 -165.6523
29.000000 97.960 -166.2215
29.500000 97.968 -166.7753
30.000000 97.976 -167.3146
30.400000 97.983 -167.7380
30.700001 97.988 -168.0517
31.100000 97.995 -168.4659
31.500000 98.001 -168.8763
32.000000 98.007 -169.3841
32.500000 98.012 -169.8853
33.000000 98.015 -170.3792
33.500000 98.017 -170.8652
34.000000 98.021 -171.3436
34.500000 98.028 -171.8157
35.000000 98.035 -172.2824
35.500000 98.043 -172.7436
36.000000 98.051 -173.1972
36.500000 98.059 -173.6403
37.000000 98.066 -174.0703
37.500000 98.072 -174.4854
38.200001 98.076 -175.0409
38.700001 98.076 -175.4218
39.500000 98.074 -176.0116
40.000000 98.071 -176.3699
40.599998 98.066 -176.7891
41.200001 98.058 -177.1965
41.799999 98.048 -177.5950
42.500000 98.036 -178.0537
43.099998 98.025 -178.4432
43.700001 98.013 -178.8298
44.400002 97.999 -179.2791
45.000000 97.987 -179.6638
45.500000 97.975 -179.9825
46.200001 97.959 179.5800
46.799999 97.945 179.2167
47.500000 97.929 178.8056
48.200001 97.913 178.4092
48.700001 97.901 178.1374
49.400002 97.884 177.7725
50.000000 97.869 177.4704
50.799999 97.847 177.0841
51.500000 97.827 176.7640
52.200001 97.807 176.4517
53.000000 97.783 176.0994
53.799999 97.757 175.7699
54.500000 97.735 175.5061
55.200001 97.716 175.2532
56.000000 97.699 174.9622
57.000000 97.682 174.5791
58.000000 97.665 174.1888
59.000000 97.649 173.8043
60.000000 97.632 173.3970
60.799999 97.615 173.0715
61.500000 97.598 172.8016
62.200001 97.583 172.5369
63.000000 97.565 172.2297
64.000000 97.541 171.8422
65.000000 97.516 171.4578
66.000000 97.491 171.0812
67.000000 97.467 170.7142
68.000000 97.443 170.3525
69.000000 97.418 169.9962
70.000000 97.393 169.6493
71.000000 97.367 169.3107
72.000000 97.341 168.9756
73.000000 97.313 168.6406
74.000000 97.284 168.3082
75.000000 97.255 167.9814
76.199997 97.218 167.5956
77.500000 97.177 167.1866
78.800003 97.134 166.7909
80.000000 97.094 166.4383
81.199997 97.053 166.1001
82.500000 97.007 165.7432
83.800003 96.961 165.3954
85.000000 96.918 165.0843
86.199997 96.876 164.7795
87.500000 96.831 164.4527
88.500000 96.797 164.2004
90.000000 96.743 163.8380
91.199997 96.699 163.5815
92.500000 96.655 163.3117
93.800003 96.609 163.0413
95.000000 96.566 162.7974
96.199997 96.523 162.5590
97.500000 96.476 162.3051
98.800003 96.430 162.0536
100.000000 96.387 161.8279
101.500000 96.333 161.5612
103.000000 96.278 161.3079
104.400002 96.228 161.0798
106.000000 96.170 160.8249
107.500000 96.115 160.5947
109.000000 96.060 160.3725
110.599998 96.001 160.1432
112.000000 95.949 159.9505
113.800003 95.881 159.7163
115.000000 95.836 159.5670
117.199997 95.754 159.3046
118.000000 95.725 159.2127
120.599998 95.629 158.9293
122.000000 95.579 158.7867
124.099998 95.504 158.5832
125.000000 95.471 158.4997
126.500000 95.418 158.3661
128.000000 95.364 158.2401
131.500000 95.240 157.9745
132.000000 95.222 157.9395
134.000000 95.151 157.8069
136.000000 95.080 157.6855
138.000000 95.008 157.5746
140.000000 94.937 157.4743
143.000000 94.830 157.3406
145.000000 94.760 157.2652
147.500000 94.673 157.1847
150.000000 94.585 157.1173
152.500000 94.498 157.0683
155.000000 94.410 157.0366
157.500000 94.323 157.0161
160.000000 94.237 157.0056
162.500000 94.151 157.0081
165.000000 94.065 157.0269
167.500000 93.981 157.0574
170.000000 93.898 157.0974
172.500000 93.816 157.1492
175.000000 93.736 157.2118
177.500000 93.656 157.2867
180.000000 93.577 157.3740
182.500000 93.499 157.4688
185.000000 93.422 157.5735
187.500000 93.346 157.6913
190.000000 93.271 157.8199
192.500000 93.198 157.9575
195.000000 93.127 158.1032
197.500000 93.057 158.2576
200.000000 92.989 158.4199
203.000000 92.907 158.6224
206.000000 92.827 158.8355
209.000000 92.748 159.0606
212.000000 92.671 159.2959
214.000000 92.620 159.4598
218.000000 92.519 159.8035
220.000000 92.469 159.9807
224.000000 92.372 160.3426
227.000000 92.301 160.6228
230.000000 92.231 160.9107
233.000000 92.163 161.2040
236.000000 92.096 161.5060
240.000000 92.009 161.9206
243.000000 91.946 162.2355
247.000000 91.863 162.6630
250.000000 91.803 162.9915
254.000000 91.726 163.4379
258.000000 91.651 163.8927
262.000000 91.578 164.3565
265.000000 91.526 164.7094
269.000000 91.458 165.1806
272.000000 91.410 165.5338
276.000000 91.348 166.0086
280.000000 91.289 166.4910
285.000000 91.219 167.1020
290.000000 91.153 167.7135
295.000000 91.089 168.3289
300.000000 91.029 168.9471
304.000000 90.982 169.4473
307.000000 90.949 169.8250
311.000000 90.906 170.3276
315.000000 90.864 170.8223
320.000000 90.815 171.4349
325.000000 90.770 172.0505
330.000000 90.726 172.6652
335.000000 90.685 173.2804
340.000000 90.646 173.8947
345.000000 90.609 174.5035
350.000000 90.573 175.1090
355.000000 90.540 175.7112
360.000000 90.508 176.3085
365.000000 90.479 176.9003
370.000000 90.453 177.4866
375.000000 90.427 178.0696
382.000000 90.394 178.8781
387.000000 90.372 179.4486
395.000000 90.340 -179.6454
400.000000 90.322 -179.0862
406.000000 90.302 -178.4236
412.000000 90.283 -177.7676
418.000000 90.266 -177.1169
425.000000 90.249 -176.3661
431.000000 90.236 -175.7336
437.000000 90.226 -175.1095
444.000000 90.217 -174.3890
450.000000 90.211 -173.7776
455.000000 90.206 -173.2731
462.000000 90.200 -172.5754
468.000000 90.196 -171.9848
475.000000 90.193 -171.3010
482.000000 90.191 -170.6242
487.000000 90.191 -170.1473
494.000000 90.192 -169.4866
500.000000 90.193 -168.9262
508.000000 90.195 -168.1862
515.000000 90.199 -167.5462
522.000000 90.203 -166.9135
530.000000 90.209 -166.1956
538.000000 90.214 -165.4866
545.000000 90.217 -164.8716
552.000000 90.218 -164.2607
560.000000 90.221 -163.5689
570.000000 90.226 -162.7128
580.000000 90.232 -161.8663
590.000000 90.239 -161.0262
600.000000 90.247 -160.1898
608.000000 90.255 -159.5259
615.000000 90.262 -158.9493
622.000000 90.270 -158.3756
630.000000 90.281 -157.7222
640.000000 90.295 -156.9076
650.000000 90.310 -156.0997
660.000000 90.326 -155.2979
670.000000 90.343 -154.4970
680.000000 90.361 -153.7018
690.000000 90.380 -152.9121
700.000000 90.400 -152.1260
710.000000 90.421 -151.3419
720.000000 90.441 -150.5634
730.000000 90.463 -149.7937
740.000000 90.485 -149.0323
750.000000 90.507 -148.2805
762.000000 90.528 -147.3913
775.000000 90.541 -146.4340
788.000000 90.532 -145.4069
800.000000 90.511 -144.1846
812.000000 90.537 -142.5720
825.000000 90.675 -140.9896
838.000000 90.826 -140.1479
850.000000 90.895 -139.6594
862.000000 90.907 -138.9362
875.000000 90.934 -137.7125
885.000000 90.998 -136.7193
900.000000 91.125 -135.4861
912.000000 91.223 -134.6573
925.000000 91.322 -133.8179
938.000000 91.419 -133.0060
950.000000 91.508 -132.2764
962.000000 91.598 -131.5656
975.000000 91.696 -130.8190
988.000000 91.795 -130.1037
1000.000000 91.887 -129.4734
1015.000000 92.005 -128.7256
1030.000000 92.123 -128.0241
1044.000000 92.234 -127.4129
1060.000000 92.360 -126.7638
1075.000000 92.474 -126.2025
1090.000000 92.586 -125.6857
1106.000000 92.710 -125.1817
1120.000000 92.818 -124.7787
1138.000000 92.955 -124.3108
1150.000000 93.044 -124.0291
1172.000000 93.202 -123.5658
1180.000000 93.258 -123.4123
1206.000000 93.434 -122.9668
1220.000000 93.527 -122.7583
1241.000000 93.666 -122.4765
1250.000000 93.725 -122.3648
1265.000000 93.819 -122.1927
1280.000000 93.910 -122.0383
1315.000000 94.107 -121.7285
1320.000000 94.133 -121.6887
1340.000000 94.234 -121.5376
1360.000000 94.328 -121.3991
1380.000000 94.418 -121.2717
1400.000000 94.506 -121.1507
1430.000000 94.630 -120.9780
1450.000000 94.707 -120.8669
1475.000000 94.797 -120.7314
1500.000000 94.880 -120.6008
1525.000000 94.957 -120.4814
1550.000000 95.024 -120.3941
1575.000000 95.076 -120.3321
1600.000000 95.113 -120.2384
1625.000000 95.140 -120.0809
1650.000000 95.163 -119.8708
1675.000000 95.188 -119.6207
1700.000000 95.217 -119.3560
1725.000000 95.248 -119.1028
1750.000000 95.277 -118.8630
1775.000000 95.303 -118.6306
1800.000000 95.326 -118.3981
1825.000000 95.346 -118.1591
1850.000000 95.362 -117.9113
1875.000000 95.376 -117.6539
1900.000000 95.387 -117.3889
1925.000000 95.396 -117.1179
1950.000000 95.404 -116.8395
1975.000000 95.410 -116.5532
2000.000000 95.415 -116.2618
2030.000000 95.419 -115.9138
2060.000000 95.421 -115.5817
2090.000000 95.417 -115.2632
2120.000000 95.406 -114.9377
2140.000000 95.396 -114.7116
2180.000000 95.375 -114.2463
2200.000000 95.363 -114.0162
2240.000000 95.334 -113.5813
2270.000000 95.305 -113.2854
2300.000000 95.266 -113.0211
2330.000000 95.214 -112.7892
2360.000000 95.144 -112.5809
2400.000000 95.011 -112.2954
2430.000000 94.877 -112.0085
2470.000000 94.648 -111.3724
2500.000000 94.443 -110.5735
2540.000000 94.153 -108.9207
2580.000000 93.892 -106.5808
2620.000000 93.705 -103.7494
2650.000000 93.623 -101.4840
2690.000000 93.584 -98.4728
2720.000000 93.593 -96.2935
2760.000000 93.639 -93.5197
2800.000000 93.709 -90.8709
2850.000000 93.821 -87.6701
2900.000000 93.957 -84.5238
2950.000000 94.121 -81.3884
3000.000000 94.318 -78.2586
3040.000000 94.505 -75.7741
3070.000000 94.664 -73.9350
3110.000000 94.903 -71.5348
3150.000000 95.174 -69.2229
3200.000000 95.559 -66.5146
3250.000000 95.996 -64.0832
3300.000000 96.479 -62.0164
3350.000000 96.999 -60.3990
3400.000000 97.542 -59.3029
3450.000000 98.090 -58.7865
3500.000000 98.623 -58.8860
3550.000000 99.118 -59.5997
3600.000000 99.551 -60.8759
3650.000000 99.903 -62.6054
3700.000000 100.156 -64.6304
3750.000000 100.306 -66.7692
3820.000000 100.349 -69.6205
3870.000000 100.275 -71.3723
3950.000000 100.023 -73.4973
4000.000000 99.812 -74.3748
4060.000000 99.531 -74.9883
4120.000000 99.238 -75.1858
4180.000000 98.944 -75.0380
4250.000000 98.608 -74.5032
4310.000000 98.330 -73.7852
4370.000000 98.067 -72.8733
4440.000000 97.776 -71.6179
4500.000000 97.540 -70.4084
4550.000000 97.351 -69.3239
4620.000000 97.098 -67.7028
4680.000000 96.894 -66.2491
4750.000000 96.665 -64.5610
4820.000000 96.428 -62.9057
4870.000000 96.244 -61.6676
4940.000000 95.979 -59.7262
5000.000000 95.759 -57.9058
5080.000000 95.470 -55.3425
5150.000000 95.215 -52.9367
5220.000000 94.962 -50.3372
5300.000000 94.684 -47.1091
5380.000000 94.424 -43.6147
5450.000000 94.216 -40.3603
5520.000000 94.030 -36.9481
5600.000000 93.848 -32.8870
5700.000000 93.674 -27.6046
5800.000000 93.564 -22.0892
5900.000000 93.538 -16.2834
6000.000000 93.648 -10.1530
