* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/02/11 21:37:49
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: Z1R R Volume 50
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 85.486 -151.1806
20.299999 85.519 -151.7018
20.600000 85.549 -152.1829
20.900000 85.581 -152.6201
21.200001 85.618 -153.0292
21.400000 85.648 -153.3035
21.799999 85.715 -153.8852
22.000000 85.749 -154.2029
22.400000 85.811 -154.8935
22.700001 85.849 -155.4345
23.000000 85.877 -155.9620
23.299999 85.899 -156.4520
23.600000 85.919 -156.8947
24.000000 85.946 -157.4149
24.299999 85.969 -157.7690
24.700001 86.002 -158.2189
25.000000 86.029 -158.5519
25.400000 86.066 -158.9956
25.799999 86.104 -159.4407
26.200001 86.143 -159.8941
26.500000 86.171 -160.2455
26.900000 86.203 -160.7321
27.200001 86.223 -161.1063
27.600000 86.244 -161.6048
28.000000 86.261 -162.0876
28.500000 86.281 -162.6640
29.000000 86.302 -163.2299
29.500000 86.324 -163.8044
30.000000 86.342 -164.3809
30.400000 86.356 -164.8286
30.700001 86.365 -165.1511
31.100000 86.378 -165.5642
31.500000 86.391 -165.9649
32.000000 86.408 -166.4601
32.500000 86.424 -166.9562
33.000000 86.436 -167.4513
33.500000 86.444 -167.9348
34.000000 86.451 -168.3917
34.500000 86.461 -168.8169
35.000000 86.474 -169.2259
35.500000 86.491 -169.6480
36.000000 86.506 -170.0960
36.500000 86.516 -170.5507
37.000000 86.521 -170.9807
37.500000 86.527 -171.3784
38.200001 86.535 -171.9258
38.700001 86.539 -172.3361
39.500000 86.534 -172.9829
40.000000 86.528 -173.3475
40.599998 86.524 -173.7555
41.200001 86.524 -174.1680
41.799999 86.523 -174.5934
42.500000 86.518 -175.0828
43.099998 86.515 -175.4923
43.700001 86.512 -175.9068
44.400002 86.503 -176.3889
45.000000 86.492 -176.7731
45.500000 86.484 -177.0685
46.200001 86.476 -177.4747
46.799999 86.471 -177.8400
47.500000 86.462 -178.2736
48.200001 86.452 -178.6913
48.700001 86.444 -178.9829
49.400002 86.434 -179.3915
50.000000 86.423 -179.7334
50.799999 86.408 179.8362
51.500000 86.397 179.4671
52.200001 86.386 179.0883
53.000000 86.368 178.6654
53.799999 86.348 178.2877
54.500000 86.333 177.9765
55.200001 86.321 177.6441
56.000000 86.302 177.2500
57.000000 86.276 176.8062
58.000000 86.256 176.3449
59.000000 86.223 175.8476
60.000000 86.184 175.4681
60.799999 86.165 175.2102
61.500000 86.154 174.9407
62.200001 86.139 174.6393
63.000000 86.115 174.3196
64.000000 86.088 173.9657
65.000000 86.062 173.5914
66.000000 86.032 173.2094
67.000000 86.001 172.8412
68.000000 85.970 172.4748
69.000000 85.940 172.1059
70.000000 85.909 171.7464
71.000000 85.880 171.4047
72.000000 85.852 171.0683
73.000000 85.824 170.7362
74.000000 85.796 170.4105
75.000000 85.767 170.0938
76.199997 85.729 169.7302
77.500000 85.687 169.3454
78.800003 85.643 168.9710
80.000000 85.600 168.6366
81.199997 85.555 168.3115
82.500000 85.507 167.9659
83.800003 85.459 167.6176
85.000000 85.416 167.2944
86.199997 85.374 166.9758
87.500000 85.330 166.6463
88.500000 85.298 166.3922
90.000000 85.242 165.9728
91.199997 85.185 165.7064
92.500000 85.128 165.4978
93.800003 85.075 165.2739
95.000000 85.024 165.0631
96.199997 84.970 164.8728
97.500000 84.915 164.6910
98.800003 84.862 164.5120
100.000000 84.813 164.3278
101.500000 84.746 164.0966
103.000000 84.672 163.9320
104.400002 84.606 163.8705
106.000000 84.544 163.8957
107.500000 84.503 163.9443
109.000000 84.473 163.9593
110.599998 84.449 163.8993
112.000000 84.430 163.7580
113.800003 84.400 163.4734
115.000000 84.372 163.2575
117.199997 84.311 162.8794
118.000000 84.286 162.7500
120.599998 84.201 162.3532
122.000000 84.152 162.1588
124.099998 84.077 161.9031
125.000000 84.044 161.8090
126.500000 83.990 161.6665
128.000000 83.935 161.5359
131.500000 83.806 161.2580
132.000000 83.788 161.2234
134.000000 83.715 161.1000
136.000000 83.642 160.9943
138.000000 83.569 160.9051
140.000000 83.496 160.8350
143.000000 83.388 160.7632
145.000000 83.317 160.7295
147.500000 83.228 160.7137
150.000000 83.142 160.7167
152.500000 83.058 160.7286
155.000000 82.975 160.7678
157.500000 82.895 160.8234
160.000000 82.818 160.8655
162.500000 82.743 160.8950
165.000000 82.669 160.9299
167.500000 82.594 160.9774
170.000000 82.518 161.0299
172.500000 82.441 161.0727
175.000000 82.363 161.1213
177.500000 82.286 161.1888
180.000000 82.208 161.2741
182.500000 82.129 161.3822
185.000000 82.051 161.5148
187.500000 81.976 161.6645
190.000000 81.901 161.8274
192.500000 81.827 162.0008
195.000000 81.756 162.1880
197.500000 81.687 162.3871
200.000000 81.621 162.5881
203.000000 81.543 162.8291
206.000000 81.468 163.0878
209.000000 81.396 163.3685
212.000000 81.326 163.6606
214.000000 81.281 163.8547
218.000000 81.192 164.2307
220.000000 81.148 164.4146
224.000000 81.060 164.7833
227.000000 80.995 165.0616
230.000000 80.930 165.3438
233.000000 80.865 165.6325
236.000000 80.802 165.9293
240.000000 80.718 166.3405
243.000000 80.654 166.6561
247.000000 80.571 167.0905
250.000000 80.511 167.4320
254.000000 80.434 167.8994
258.000000 80.360 168.3733
262.000000 80.288 168.8478
265.000000 80.235 169.2067
269.000000 80.166 169.6948
272.000000 80.118 170.0678
276.000000 80.058 170.5787
280.000000 80.001 171.0991
285.000000 79.930 171.7479
290.000000 79.862 172.3944
295.000000 79.798 173.0466
300.000000 79.737 173.7086
304.000000 79.690 174.2386
307.000000 79.654 174.6337
311.000000 79.609 175.1567
315.000000 79.567 175.6851
320.000000 79.518 176.3485
325.000000 79.472 177.0084
330.000000 79.427 177.6805
335.000000 79.385 178.3535
340.000000 79.345 179.0184
345.000000 79.308 179.6753
350.000000 79.269 -179.6839
355.000000 79.232 -179.0490
360.000000 79.197 -178.4034
365.000000 79.167 -177.7552
370.000000 79.139 -177.1136
375.000000 79.112 -176.4832
382.000000 79.078 -175.5981
387.000000 79.054 -174.9725
395.000000 79.015 -173.9954
400.000000 78.995 -173.3788
406.000000 78.972 -172.6475
412.000000 78.952 -171.9279
418.000000 78.933 -171.2104
425.000000 78.913 -170.3778
431.000000 78.898 -169.6743
437.000000 78.885 -168.9787
444.000000 78.873 -168.1773
450.000000 78.863 -167.4982
455.000000 78.857 -166.9308
462.000000 78.848 -166.1433
468.000000 78.840 -165.4769
475.000000 78.833 -164.7009
482.000000 78.828 -163.9373
487.000000 78.825 -163.3961
494.000000 78.823 -162.6342
500.000000 78.821 -161.9786
508.000000 78.822 -161.1261
515.000000 78.823 -160.3980
522.000000 78.824 -159.6710
530.000000 78.823 -158.8437
538.000000 78.823 -158.0213
545.000000 78.823 -157.3067
552.000000 78.822 -156.6003
560.000000 78.820 -155.8005
570.000000 78.819 -154.8107
580.000000 78.821 -153.8188
590.000000 78.823 -152.8210
600.000000 78.826 -151.8365
608.000000 78.831 -151.0573
615.000000 78.835 -150.3751
622.000000 78.840 -149.6955
630.000000 78.848 -148.9178
640.000000 78.857 -147.9377
650.000000 78.867 -146.9621
660.000000 78.878 -145.9976
670.000000 78.891 -145.0347
680.000000 78.904 -144.0677
690.000000 78.918 -143.0959
700.000000 78.934 -142.1267
710.000000 78.952 -141.1635
720.000000 78.972 -140.2011
730.000000 78.992 -139.2433
740.000000 79.013 -138.2858
750.000000 79.036 -137.3212
762.000000 79.065 -136.1631
775.000000 79.097 -134.9023
788.000000 79.131 -133.6534
800.000000 79.165 -132.5105
812.000000 79.199 -131.3731
825.000000 79.232 -130.1319
838.000000 79.265 -128.8172
850.000000 79.308 -127.5475
862.000000 79.358 -126.3009
875.000000 79.413 -124.9816
885.000000 79.455 -123.9415
900.000000 79.522 -122.2609
912.000000 79.593 -120.7438
925.000000 79.728 -118.9446
938.000000 79.962 -117.3938
950.000000 80.207 -116.7370
962.000000 80.371 -116.6726
975.000000 80.448 -116.5380
988.000000 80.489 -116.0378
1000.000000 80.533 -115.3678
1015.000000 80.604 -114.4288
1030.000000 80.691 -113.4683
1044.000000 80.780 -112.5926
1060.000000 80.887 -111.6335
1075.000000 80.987 -110.7757
1090.000000 81.089 -109.9648
1106.000000 81.204 -109.1503
1120.000000 81.307 -108.4766
1138.000000 81.438 -107.6575
1150.000000 81.524 -107.1377
1172.000000 81.678 -106.2429
1180.000000 81.733 -105.9330
1206.000000 81.907 -104.9838
1220.000000 82.000 -104.5049
1241.000000 82.142 -103.8184
1250.000000 82.204 -103.5360
1265.000000 82.303 -103.0805
1280.000000 82.397 -102.6400
1315.000000 82.606 -101.6734
1320.000000 82.635 -101.5416
1340.000000 82.746 -101.0265
1360.000000 82.850 -100.5281
1380.000000 82.950 -100.0469
1400.000000 83.049 -99.5830
1430.000000 83.191 -98.9133
1450.000000 83.280 -98.4821
1475.000000 83.384 -97.9563
1500.000000 83.481 -97.4390
1525.000000 83.570 -96.9358
1550.000000 83.647 -96.4470
1575.000000 83.716 -95.9636
1600.000000 83.780 -95.4812
1625.000000 83.837 -94.9985
1650.000000 83.888 -94.5163
1675.000000 83.933 -94.0362
1700.000000 83.973 -93.5495
1725.000000 84.009 -93.0564
1750.000000 84.041 -92.5615
1775.000000 84.069 -92.0534
1800.000000 84.092 -91.5338
1825.000000 84.111 -91.0069
1850.000000 84.127 -90.4704
1875.000000 84.139 -89.9233
1900.000000 84.148 -89.3652
1925.000000 84.153 -88.7986
1950.000000 84.156 -88.2263
1975.000000 84.157 -87.6480
2000.000000 84.156 -87.0603
2030.000000 84.150 -86.3461
2060.000000 84.142 -85.6324
2090.000000 84.131 -84.9186
2120.000000 84.115 -84.2077
2140.000000 84.103 -83.7382
2180.000000 84.071 -82.8168
2200.000000 84.052 -82.3687
2240.000000 84.005 -81.5152
2270.000000 83.957 -80.9228
2300.000000 83.894 -80.3699
2330.000000 83.812 -79.8456
2360.000000 83.702 -79.3237
2400.000000 83.505 -78.5556
2430.000000 83.315 -77.8214
2470.000000 83.014 -76.4336
2500.000000 82.768 -74.9734
2540.000000 82.450 -72.4229
2580.000000 82.183 -69.3148
2620.000000 81.990 -65.9048
2650.000000 81.890 -63.2890
2690.000000 81.800 -59.8226
2720.000000 81.755 -57.2506
2760.000000 81.712 -53.8322
2800.000000 81.685 -50.3703
2850.000000 81.677 -45.8974
2900.000000 81.709 -41.2174
2950.000000 81.801 -36.3237
3000.000000 81.970 -31.3020
3040.000000 82.168 -27.2727
3070.000000 82.354 -24.2881
3110.000000 82.654 -20.4280
3150.000000 83.010 -16.7787
3200.000000 83.525 -12.6179
3250.000000 84.101 -9.0054
3300.000000 84.717 -6.0177
3350.000000 85.351 -3.6956
3400.000000 85.983 -2.0492
3450.000000 86.590 -1.0623
3500.000000 87.153 -0.6896
3550.000000 87.658 -0.8563
3600.000000 88.090 -1.4625
3650.000000 88.439 -2.3912
3700.000000 88.700 -3.5136
3750.000000 88.871 -4.6884
3820.000000 88.971 -6.1638
3870.000000 88.954 -6.9535
3950.000000 88.823 -7.6119
4000.000000 88.705 -7.6390
4060.000000 88.553 -7.3488
4120.000000 88.403 -6.8324
4180.000000 88.257 -6.2305
4250.000000 88.077 -5.5366
4310.000000 87.897 -4.9356
4370.000000 87.691 -4.2604
4440.000000 87.418 -3.3389
4500.000000 87.153 -2.4196
4550.000000 86.906 -1.5332
4620.000000 86.512 -0.0063
4680.000000 86.136 1.6809
4750.000000 85.668 4.1937
4820.000000 85.188 7.3131
4870.000000 84.840 9.9311
4940.000000 84.354 14.4101
5000.000000 84.012 19.0823
5080.000000 83.741 25.7121
5150.000000 83.632 31.4535
5220.000000 83.618 37.0634
5300.000000 83.708 43.1871
5380.000000 83.888 48.8451
5450.000000 84.093 53.3401
5520.000000 84.323 57.3971
5600.000000 84.603 61.5232
5700.000000 84.961 65.9718
5800.000000 85.318 69.6713
5900.000000 85.661 72.5938
6000.000000 85.967 74.6338
