* Measurement data measured by REW V5.20.5
* Source:
* Format:
* Dated: 2022/03/14 0:09:14
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 0.3 dB
* Note:
* Measurement: AONIC4 R
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 79.825 -128.1412
20.299999 79.916 -128.7202
20.600000 79.998 -129.3336
20.900000 80.069 -129.9640
21.200001 80.134 -130.5880
21.400000 80.176 -130.9915
21.799999 80.255 -131.7697
22.000000 80.294 -132.1490
22.400000 80.370 -132.9061
22.700001 80.433 -133.4828
23.000000 80.499 -134.0677
23.299999 80.563 -134.6495
23.600000 80.623 -135.2136
24.000000 80.702 -135.9169
24.299999 80.763 -136.4008
24.700001 80.847 -136.9981
25.000000 80.912 -137.4281
25.400000 81.001 -138.0043
25.799999 81.094 -138.6055
26.200001 81.186 -139.2354
26.500000 81.251 -139.7182
26.900000 81.328 -140.3615
27.200001 81.378 -140.8360
27.600000 81.436 -141.4540
28.000000 81.482 -142.0559
28.500000 81.528 -142.7825
29.000000 81.570 -143.4673
29.500000 81.612 -144.1054
30.000000 81.653 -144.7249
30.400000 81.688 -145.2389
30.700001 81.717 -145.6447
31.100000 81.757 -146.2049
31.500000 81.792 -146.7621
32.000000 81.834 -147.4141
32.500000 81.888 -148.0143
33.000000 81.956 -148.6233
33.500000 82.027 -149.3008
34.000000 82.086 -150.0330
34.500000 82.132 -150.7300
35.000000 82.172 -151.3188
35.500000 82.222 -151.8192
36.000000 82.283 -152.3284
36.500000 82.344 -152.9199
37.000000 82.389 -153.5789
37.500000 82.417 -154.2327
38.200001 82.452 -155.0462
38.700001 82.485 -155.5620
39.500000 82.536 -156.3331
40.000000 82.564 -156.7975
40.599998 82.594 -157.3689
41.200001 82.617 -157.9872
41.799999 82.631 -158.6292
42.500000 82.651 -159.3406
43.099998 82.683 -159.9111
43.700001 82.723 -160.4706
44.400002 82.773 -161.1016
45.000000 82.818 -161.6131
45.500000 82.858 -162.0451
46.200001 82.911 -162.6942
46.799999 82.946 -163.2574
47.500000 82.981 -163.8542
48.200001 83.024 -164.4286
48.700001 83.055 -164.8760
49.400002 83.078 -165.5463
50.000000 83.077 -166.1041
50.799999 83.063 -166.7958
51.500000 83.047 -167.3691
52.200001 83.037 -167.8957
53.000000 83.050 -168.4573
53.799999 83.081 -169.0502
54.500000 83.110 -169.5819
55.200001 83.142 -170.0919
56.000000 83.185 -170.6902
57.000000 83.228 -171.5090
58.000000 83.235 -172.3212
59.000000 83.215 -173.0315
60.000000 83.202 -173.6587
60.799999 83.205 -174.2065
61.500000 83.207 -174.7039
62.200001 83.209 -175.1531
63.000000 83.219 -175.6182
