* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/01/24 19:35:26
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: SRH840A L S2
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 86.614 -146.6960
20.299999 86.660 -147.1934
20.600000 86.703 -147.6856
20.900000 86.745 -148.1702
21.200001 86.786 -148.6430
21.400000 86.813 -148.9500
21.799999 86.870 -149.5461
22.000000 86.898 -149.8380
22.400000 86.955 -150.4185
22.700001 86.998 -150.8575
23.000000 87.039 -151.3035
23.299999 87.079 -151.7546
23.600000 87.118 -152.2054
24.000000 87.167 -152.7954
24.299999 87.201 -153.2233
24.700001 87.246 -153.7738
25.000000 87.278 -154.1758
25.400000 87.323 -154.7051
25.799999 87.366 -155.2331
26.200001 87.408 -155.7603
26.500000 87.436 -156.1523
26.900000 87.469 -156.6650
27.200001 87.490 -157.0395
27.600000 87.515 -157.5239
28.000000 87.539 -157.9932
28.500000 87.569 -158.5665
29.000000 87.598 -159.1370
29.500000 87.625 -159.7094
30.000000 87.649 -160.2728
30.400000 87.667 -160.7048
30.700001 87.680 -161.0137
31.100000 87.699 -161.4081
31.500000 87.719 -161.7925
32.000000 87.746 -162.2784
32.500000 87.772 -162.7806
33.000000 87.794 -163.2895
33.500000 87.813 -163.7853
34.000000 87.833 -164.2564
34.500000 87.857 -164.7092
35.000000 87.884 -165.1610
35.500000 87.912 -165.6271
36.000000 87.937 -166.1079
36.500000 87.958 -166.5875
37.000000 87.975 -167.0414
37.500000 87.990 -167.4535
38.200001 88.014 -167.9722
38.700001 88.036 -168.3362
39.500000 88.078 -168.9841
40.000000 88.104 -169.4426
40.599998 88.130 -170.0290
41.200001 88.149 -170.6266
41.799999 88.164 -171.2221
42.500000 88.178 -171.9203
43.099998 88.186 -172.5278
43.700001 88.188 -173.1324
44.400002 88.185 -173.8116
45.000000 88.178 -174.3625
45.500000 88.171 -174.8035
46.200001 88.161 -175.4024
46.799999 88.151 -175.9032
47.500000 88.138 -176.4736
48.200001 88.123 -177.0249
48.700001 88.111 -177.4034
49.400002 88.095 -177.9101
50.000000 88.080 -178.3265
50.799999 88.062 -178.8624
51.500000 88.046 -179.3181
52.200001 88.031 -179.7681
53.000000 88.013 179.7201
53.799999 87.994 179.2168
54.500000 87.976 178.7802
55.200001 87.958 178.3343
56.000000 87.934 177.8126
57.000000 87.897 177.1796
58.000000 87.857 176.5993
59.000000 87.820 176.0438
60.000000 87.780 175.4834
60.799999 87.742 175.0593
61.500000 87.707 174.7268
62.200001 87.673 174.4234
63.000000 87.636 174.0914
64.000000 87.590 173.6870
65.000000 87.545 173.3083
66.000000 87.501 172.9695
67.000000 87.464 172.6639
68.000000 87.435 172.3617
69.000000 87.410 172.0537
70.000000 87.385 171.7679
71.000000 87.365 171.5312
72.000000 87.359 171.3099
73.000000 87.367 171.0123
74.000000 87.376 170.5907
75.000000 87.376 170.0912
76.199997 87.367 169.4151
77.500000 87.334 168.5729
78.800003 87.267 167.7732
80.000000 87.188 167.1787
81.199997 87.107 166.7172
82.500000 87.025 166.3265
83.800003 86.950 166.0026
85.000000 86.887 165.7427
86.199997 86.828 165.5096
87.500000 86.766 165.2949
88.500000 86.721 165.1685
90.000000 86.667 165.0273
91.199997 86.638 164.8951
92.500000 86.616 164.7051
93.800003 86.601 164.4670
95.000000 86.594 164.1921
96.199997 86.591 163.8513
97.500000 86.589 163.3921
98.800003 86.583 162.8218
100.000000 86.566 162.1998
101.500000 86.522 161.3376
103.000000 86.446 160.4591
104.400002 86.348 159.7068
106.000000 86.208 159.0125
107.500000 86.063 158.5613
109.000000 85.914 158.2984
110.599998 85.762 158.1812
112.000000 85.637 158.1936
113.800003 85.493 158.3413
115.000000 85.408 158.5025
117.199997 85.282 158.8919
118.000000 85.247 159.0467
120.599998 85.176 159.4843
122.000000 85.163 159.5912
124.099998 85.154 159.4688
125.000000 85.146 159.3143
126.500000 85.118 158.9556
128.000000 85.061 158.5313
131.500000 84.808 157.9323
132.000000 84.764 157.9555
134.000000 84.603 158.3436
136.000000 84.490 159.0398
138.000000 84.434 159.8072
140.000000 84.425 160.4943
143.000000 84.468 161.2342
145.000000 84.516 161.4990
147.500000 84.585 161.5869
150.000000 84.657 161.4220
152.500000 84.725 161.0122
155.000000 84.781 160.3586
157.500000 84.815 159.4821
160.000000 84.817 158.4355
162.500000 84.778 157.2832
165.000000 84.687 156.0942
167.500000 84.534 155.0138
170.000000 84.325 154.2756
172.500000 84.095 154.0729
175.000000 83.899 154.3756
177.500000 83.775 154.9056
180.000000 83.716 155.3239
182.500000 83.687 155.4418
185.000000 83.652 155.2754
187.500000 83.593 154.9711
190.000000 83.519 154.6650
192.500000 83.443 154.3442
195.000000 83.360 153.9595
197.500000 83.260 153.5379
200.000000 83.144 153.1251
203.000000 82.987 152.6928
206.000000 82.814 152.3627
209.000000 82.627 152.1501
212.000000 82.427 152.0675
214.000000 82.288 152.0875
218.000000 81.999 152.3319
220.000000 81.854 152.5648
224.000000 81.577 153.2315
227.000000 81.384 153.8608
230.000000 81.203 154.5467
233.000000 81.027 155.2875
236.000000 80.853 156.1167
240.000000 80.636 157.3931
243.000000 80.491 158.4730
247.000000 80.328 160.0164
250.000000 80.227 161.2057
254.000000 80.120 162.8040
258.000000 80.044 164.3777
262.000000 79.993 165.8794
265.000000 79.967 166.9554
269.000000 79.944 168.3438
272.000000 79.934 169.3525
276.000000 79.934 170.6461
280.000000 79.946 171.8880
285.000000 79.979 173.3710
290.000000 80.030 174.7585
295.000000 80.094 176.0488
300.000000 80.169 177.2334
304.000000 80.237 178.1012
307.000000 80.292 178.6986
311.000000 80.370 179.4078
315.000000 80.450 -179.9987
320.000000 80.546 -179.3995
325.000000 80.632 -178.9039
330.000000 80.707 -178.4824
335.000000 80.769 -178.0948
340.000000 80.824 -177.6940
345.000000 80.880 -177.2968
350.000000 80.937 -176.9462
355.000000 80.991 -176.6574
360.000000 81.039 -176.4233
365.000000 81.079 -176.2125
370.000000 81.111 -175.9904
375.000000 81.141 -175.7518
382.000000 81.184 -175.4255
387.000000 81.213 -175.2212
395.000000 81.251 -174.9328
400.000000 81.268 -174.7529
406.000000 81.284 -174.5168
412.000000 81.298 -174.2548
418.000000 81.315 -173.9696
425.000000 81.340 -173.6174
431.000000 81.370 -173.3240
437.000000 81.406 -173.0796
444.000000 81.446 -172.8840
450.000000 81.474 -172.7659
455.000000 81.492 -172.6668
462.000000 81.515 -172.4999
468.000000 81.539 -172.3574
475.000000 81.572 -172.2552
482.000000 81.603 -172.2630
487.000000 81.617 -172.3299
494.000000 81.618 -172.4552
500.000000 81.605 -172.5407
508.000000 81.571 -172.5735
515.000000 81.535 -172.5114
522.000000 81.497 -172.3708
530.000000 81.457 -172.1359
538.000000 81.423 -171.8495
545.000000 81.399 -171.5848
552.000000 81.380 -171.3367
560.000000 81.363 -171.1086
570.000000 81.337 -170.9308
580.000000 81.292 -170.8118
590.000000 81.223 -170.6427
600.000000 81.141 -170.3511
608.000000 81.073 -170.0138
615.000000 81.018 -169.6460
622.000000 80.968 -169.2216
630.000000 80.922 -168.6902
640.000000 80.883 -168.0082
650.000000 80.863 -167.3866
660.000000 80.852 -166.8896
670.000000 80.834 -166.5141
680.000000 80.800 -166.1876
690.000000 80.751 -165.8358
700.000000 80.692 -165.4178
710.000000 80.632 -164.9268
720.000000 80.576 -164.3753
730.000000 80.525 -163.7921
740.000000 80.481 -163.2087
750.000000 80.439 -162.6455
762.000000 80.384 -161.9960
775.000000 80.312 -161.2895
788.000000 80.229 -160.5213
800.000000 80.148 -159.7150
812.000000 80.070 -158.8006
825.000000 79.994 -157.6989
838.000000 79.934 -156.5144
850.000000 79.895 -155.3879
862.000000 79.868 -154.2661
875.000000 79.848 -153.0707
885.000000 79.842 -152.1561
900.000000 79.850 -150.8000
912.000000 79.872 -149.7706
925.000000 79.910 -148.7629
938.000000 79.952 -147.8957
950.000000 79.987 -147.2164
962.000000 80.010 -146.6210
975.000000 80.020 -146.0184
988.000000 80.014 -145.4141
1000.000000 80.000 -144.8317
1015.000000 79.975 -144.0533
1030.000000 79.945 -143.2131
1044.000000 79.915 -142.3763
1060.000000 79.883 -141.3569
1075.000000 79.853 -140.3483
1090.000000 79.829 -139.3000
1106.000000 79.816 -138.1552
1120.000000 79.814 -137.1475
1138.000000 79.820 -135.8613
1150.000000 79.828 -135.0141
1172.000000 79.847 -133.4780
1180.000000 79.855 -132.9235
1206.000000 79.889 -131.1197
1220.000000 79.915 -130.1402
1241.000000 79.965 -128.6649
1250.000000 79.990 -128.0346
1265.000000 80.036 -126.9891
1280.000000 80.085 -125.9532
1315.000000 80.222 -123.6419
1320.000000 80.244 -123.3230
1340.000000 80.336 -122.0844
1360.000000 80.433 -120.9393
1380.000000 80.532 -119.9340
1400.000000 80.620 -119.0550
1430.000000 80.715 -117.7479
1450.000000 80.766 -116.7920
1475.000000 80.830 -115.5372
1500.000000 80.893 -114.2758
1525.000000 80.948 -113.0079
1550.000000 80.989 -111.6679
1575.000000 81.027 -110.2126
1600.000000 81.075 -108.6587
1625.000000 81.137 -107.0468
1650.000000 81.214 -105.4271
1675.000000 81.303 -103.8424
1700.000000 81.395 -102.3033
1725.000000 81.484 -100.7747
1750.000000 81.568 -99.1661
1775.000000 81.664 -97.4010
1800.000000 81.793 -95.5667
1825.000000 81.952 -93.8538
1850.000000 82.111 -92.3043
1875.000000 82.259 -90.7842
1900.000000 82.406 -89.1899
1925.000000 82.565 -87.5261
1950.000000 82.739 -85.8289
1975.000000 82.928 -84.0873
2000.000000 83.141 -82.2607
2030.000000 83.452 -80.0496
2060.000000 83.821 -78.0498
2090.000000 84.228 -76.3732
2120.000000 84.656 -75.0459
2140.000000 84.949 -74.3593
2180.000000 85.533 -73.4915
2200.000000 85.812 -73.3126
2240.000000 86.316 -73.2216
2270.000000 86.672 -73.2022
2300.000000 87.027 -73.2825
2330.000000 87.377 -73.5356
2360.000000 87.714 -73.9778
2400.000000 88.135 -74.8398
2430.000000 88.425 -75.6590
2470.000000 88.774 -76.9423
2500.000000 89.003 -78.0027
2540.000000 89.264 -79.4213
2580.000000 89.506 -80.7795
2620.000000 89.743 -82.3456
2650.000000 89.889 -83.7442
2690.000000 90.016 -85.7292
2720.000000 90.062 -87.1825
2760.000000 90.069 -88.9456
2800.000000 90.031 -90.4027
2850.000000 89.965 -91.7708
2900.000000 89.915 -92.8766
2950.000000 89.873 -94.0535
3000.000000 89.794 -95.4197
3040.000000 89.677 -96.4936
3070.000000 89.559 -97.1801
3110.000000 89.377 -97.8738
3150.000000 89.178 -98.3283
3200.000000 88.915 -98.6141
3250.000000 88.637 -98.5764
3300.000000 88.353 -98.1723
3350.000000 88.080 -97.4274
3400.000000 87.827 -96.4338
3450.000000 87.592 -95.2699
3500.000000 87.364 -93.9727
3550.000000 87.139 -92.5028
3600.000000 86.916 -90.7659
3650.000000 86.709 -88.6546
3700.000000 86.548 -86.0490
3750.000000 86.504 -83.0363
3820.000000 86.727 -79.3588
3870.000000 86.979 -78.1820
3950.000000 87.125 -78.4838
4000.000000 87.013 -78.6055
4060.000000 86.800 -78.0189
4120.000000 86.569 -76.8480
4180.000000 86.341 -75.1578
4250.000000 86.129 -72.7164
4310.000000 85.993 -70.5330
4370.000000 85.871 -68.2700
4440.000000 85.762 -65.3675
4500.000000 85.718 -62.8301
4550.000000 85.697 -60.7808
4620.000000 85.670 -57.7962
4680.000000 85.679 -54.9147
4750.000000 85.812 -51.2372
4820.000000 86.140 -47.9423
4870.000000 86.460 -46.4061
4940.000000 86.892 -45.8357
5000.000000 87.120 -46.5786
5080.000000 87.123 -48.0967
5150.000000 86.880 -48.7314
5220.000000 86.517 -48.1566
5300.000000 86.085 -46.0812
5380.000000 85.716 -42.9193
5450.000000 85.468 -39.6438
5520.000000 85.274 -36.1892
5600.000000 85.055 -32.1339
5700.000000 84.671 -25.5117
5800.000000 84.633 -14.7068
5900.000000 85.726 -3.7497
