












20.000000	109.904144	0
20.299999	109.893280	0
20.600000	109.878777	0
20.900000	109.861168	0
21.200001	109.841049	0
21.400000	109.826500	0
21.799999	109.795303	0
22.000000	109.778923	0
22.400000	109.744987	0
22.700001	109.718872	0
23.000000	109.692436	0
23.299999	109.665810	0
23.600000	109.639137	0
24.000000	109.603638	0
24.299999	109.577164	0
24.700001	109.542130	0
25.000000	109.516106	0
25.400000	109.481766	0
25.799999	109.447861	0
26.200001	109.414429	0
26.500000	109.389648	0
26.900000	109.357025	0
27.200001	109.332855	0
27.600000	109.301025	0
28.000000	109.269638	0
28.500000	109.231026	0
29.000000	109.193077	0
29.500000	109.155777	0
30.000000	109.119102	0
30.400000	109.090187	0
30.700001	109.068756	0
31.100000	109.040497	0
31.500000	109.012604	0
32.000000	108.978233	0
32.500000	108.944397	0
33.000000	108.911064	0
33.500000	108.878250	0
34.000000	108.845901	0
34.500000	108.814034	0
35.000000	108.782623	0
35.500000	108.751648	0
36.000000	108.721100	0
36.500000	108.690987	0
37.000000	108.661263	0
37.500000	108.631920	0
38.200001	108.591469	0
38.700001	108.563019	0
39.500000	108.518143	0
40.000000	108.490501	0
40.599998	108.457710	0
41.200001	108.425270	0
41.799999	108.393143	0
42.500000	108.355957	0
43.099998	108.324234	0
43.700001	108.292610	0
44.400002	108.255615	0
45.000000	108.223701	0
45.500000	108.196869	0
46.200001	108.158752	0
46.799999	108.125404	0
47.500000	108.085457	0
48.200001	108.044189	0
48.700001	108.013786	0
49.400002	107.969810	0
50.000000	107.930771	0
50.799999	107.876778	0
51.500000	107.827858	0
52.200001	107.777534	0
53.000000	107.718620	0
53.799999	107.658562	0
54.500000	107.605331	0
55.200001	107.551712	0
56.000000	107.490189	0
57.000000	107.413284	0
58.000000	107.336685	0
59.000000	107.260674	0
60.000000	107.185417	0
60.799999	107.125839	0
61.500000	107.074203	0
62.200001	107.023056	0
63.000000	106.965202	0
64.000000	106.893806	0
65.000000	106.823433	0
66.000000	106.754074	0
67.000000	106.685730	0
68.000000	106.618378	0
69.000000	106.551971	0
70.000000	106.486511	0
71.000000	106.421982	0
72.000000	106.358345	0
73.000000	106.295578	0
