* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/02/11 21:37:29
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: Z1R R Volume 80
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 96.431 -151.3695
20.299999 96.466 -151.7086
20.600000 96.515 -152.0537
20.900000 96.575 -152.4750
21.200001 96.636 -153.0144
21.400000 96.671 -153.4255
21.799999 96.718 -154.2864
22.000000 96.730 -154.6861
22.400000 96.739 -155.3284
22.700001 96.748 -155.6561
23.000000 96.773 -155.8986
23.299999 96.818 -156.1453
23.600000 96.877 -156.4681
24.000000 96.960 -157.0789
24.299999 97.009 -157.6501
24.700001 97.044 -158.4542
25.000000 97.049 -158.9917
25.400000 97.042 -159.5278
25.799999 97.040 -159.8457
26.200001 97.063 -160.0341
26.500000 97.098 -160.1756
26.900000 97.161 -160.4577
27.200001 97.211 -160.7779
27.600000 97.271 -161.3516
28.000000 97.312 -162.0404
28.500000 97.329 -162.9345
29.000000 97.315 -163.7201
29.500000 97.287 -164.3164
30.000000 97.266 -164.7242
30.400000 97.263 -164.9586
30.700001 97.273 -165.1114
31.100000 97.298 -165.3281
31.500000 97.336 -165.5980
32.000000 97.391 -166.0499
32.500000 97.443 -166.6312
33.000000 97.481 -167.3004
33.500000 97.502 -168.0001
34.000000 97.509 -168.6774
34.500000 97.505 -169.2965
35.000000 97.492 -169.8373
35.500000 97.474 -170.2894
36.000000 97.456 -170.6565
36.500000 97.442 -170.9568
37.000000 97.435 -171.2186
37.500000 97.433 -171.4676
38.200001 97.436 -171.8259
38.700001 97.441 -172.1011
39.500000 97.454 -172.5904
40.000000 97.466 -172.9310
40.599998 97.479 -173.3692
41.200001 97.492 -173.8244
41.799999 97.503 -174.2827
42.500000 97.512 -174.8099
43.099998 97.516 -175.2474
43.700001 97.515 -175.6653
44.400002 97.506 -176.1296
45.000000 97.492 -176.5172
45.500000 97.476 -176.8412
46.200001 97.446 -177.3095
46.799999 97.415 -177.7356
47.500000 97.375 -178.2707
48.200001 97.337 -178.8512
48.700001 97.311 -179.2938
49.400002 97.283 -179.9455
50.000000 97.266 179.4795
50.799999 97.256 178.7152
51.500000 97.260 178.0789
52.200001 97.272 177.5041
53.000000 97.294 176.9467
53.799999 97.317 176.5005
54.500000 97.333 176.1906
55.200001 97.339 175.9433
56.000000 97.334 175.7184
57.000000 97.306 175.4606
58.000000 97.259 175.1910
59.000000 97.208 174.8718
60.000000 97.164 174.4144
60.799999 97.133 173.9737
61.500000 97.109 173.5707
62.200001 97.089 173.1886
63.000000 97.075 172.8008
64.000000 97.065 172.3544
65.000000 97.052 171.9752
66.000000 97.035 171.6342
67.000000 97.007 171.3000
68.000000 96.975 170.9725
69.000000 96.938 170.5868
70.000000 96.901 170.2110
71.000000 96.871 169.7919
72.000000 96.839 169.4021
73.000000 96.818 169.0442
74.000000 96.792 168.6759
75.000000 96.764 168.3892
76.199997 96.729 167.9999
77.500000 96.678 167.6319
78.800003 96.634 167.1870
80.000000 96.584 166.8188
81.199997 96.548 166.4425
82.500000 96.496 166.0464
83.800003 96.457 165.7153
85.000000 96.410 165.3456
86.199997 96.362 165.0769
87.500000 96.319 164.6919
88.500000 96.273 164.4082
90.000000 96.220 164.0583
91.199997 96.172 163.7184
92.500000 96.114 163.4837
93.800003 96.073 163.2137
95.000000 96.017 162.9195
96.199997 95.962 162.7550
97.500000 95.920 162.5136
98.800003 95.859 162.2203
100.000000 95.802 162.0933
101.500000 95.752 161.8717
103.000000 95.674 161.6059
104.400002 95.603 161.6009
106.000000 95.557 161.5457
107.500000 95.500 161.4546
109.000000 95.462 161.5455
110.599998 95.462 161.4380
112.000000 95.438 161.1209
113.800003 95.384 160.9046
115.000000 95.370 160.7801
117.199997 95.326 160.1786
118.000000 95.288 159.9800
120.599998 95.186 159.7778
122.000000 95.164 159.5637
124.099998 95.090 159.0062
125.000000 95.038 158.8586
126.500000 94.961 158.8244
128.000000 94.920 158.8557
131.500000 94.840 158.2183
132.000000 94.815 158.1044
134.000000 94.696 157.8855
136.000000 94.600 158.0166
138.000000 94.557 158.1336
140.000000 94.532 157.9595
143.000000 94.437 157.3666
145.000000 94.331 157.0945
147.500000 94.189 157.0770
150.000000 94.075 157.3034
152.500000 93.994 157.5719
155.000000 93.934 157.7608
157.500000 93.881 157.8472
160.000000 93.823 157.8670
162.500000 93.759 157.8612
165.000000 93.685 157.8513
167.500000 93.601 157.8415
170.000000 93.505 157.8061
172.500000 93.401 157.6985
175.000000 93.301 157.4986
177.500000 93.216 157.2359
180.000000 93.157 156.9813
182.500000 93.126 156.8825
185.000000 93.101 157.1019
187.500000 93.035 157.5600
190.000000 92.917 157.8830
192.500000 92.802 157.8434
195.000000 92.740 157.7111
197.500000 92.708 157.8548
200.000000 92.648 158.1874
203.000000 92.547 158.4037
206.000000 92.472 158.4773
209.000000 92.412 158.7130
212.000000 92.336 158.9807
214.000000 92.287 159.1042
218.000000 92.204 159.3765
220.000000 92.160 159.5367
224.000000 92.070 159.8023
227.000000 92.007 160.0051
230.000000 91.941 160.2309
233.000000 91.876 160.4501
236.000000 91.812 160.6774
240.000000 91.728 161.0011
243.000000 91.665 161.2514
247.000000 91.584 161.6014
250.000000 91.524 161.8716
254.000000 91.447 162.2430
258.000000 91.372 162.6279
262.000000 91.299 163.0206
265.000000 91.247 163.3171
269.000000 91.180 163.7226
272.000000 91.132 164.0351
276.000000 91.070 164.4521
280.000000 91.012 164.8714
285.000000 90.940 165.4014
290.000000 90.873 165.9370
295.000000 90.810 166.4823
300.000000 90.749 167.0333
304.000000 90.702 167.4728
307.000000 90.668 167.8010
311.000000 90.625 168.2377
315.000000 90.583 168.6791
320.000000 90.533 169.2353
325.000000 90.486 169.7843
330.000000 90.441 170.3339
335.000000 90.399 170.8837
340.000000 90.359 171.4282
345.000000 90.320 171.9699
350.000000 90.283 172.5118
355.000000 90.248 173.0511
360.000000 90.215 173.5847
365.000000 90.184 174.1140
370.000000 90.154 174.6418
375.000000 90.127 175.1658
382.000000 90.092 175.8930
387.000000 90.067 176.4058
395.000000 90.031 177.2156
400.000000 90.011 177.7163
406.000000 89.988 178.3121
412.000000 89.967 178.9012
418.000000 89.947 179.4838
425.000000 89.927 -179.8427
431.000000 89.912 -179.2741
437.000000 89.899 -178.7114
444.000000 89.886 -178.0626
450.000000 89.877 -177.5130
455.000000 89.870 -177.0579
462.000000 89.861 -176.4273
468.000000 89.854 -175.8950
475.000000 89.847 -175.2817
482.000000 89.842 -174.6746
487.000000 89.839 -174.2451
494.000000 89.836 -173.6461
500.000000 89.835 -173.1364
508.000000 89.833 -172.4662
515.000000 89.833 -171.8880
522.000000 89.833 -171.3154
530.000000 89.834 -170.6664
538.000000 89.836 -170.0242
545.000000 89.835 -169.4673
552.000000 89.834 -168.9128
560.000000 89.833 -168.2842
570.000000 89.832 -167.5073
580.000000 89.833 -166.7340
590.000000 89.835 -165.9656
600.000000 89.838 -165.2055
608.000000 89.842 -164.5984
615.000000 89.846 -164.0679
622.000000 89.851 -163.5413
630.000000 89.857 -162.9432
640.000000 89.865 -162.1963
650.000000 89.875 -161.4508
660.000000 89.887 -160.7056
670.000000 89.900 -159.9617
680.000000 89.913 -159.2191
690.000000 89.928 -158.4771
700.000000 89.944 -157.7339
710.000000 89.961 -156.9912
720.000000 89.980 -156.2505
730.000000 90.000 -155.5099
740.000000 90.022 -154.7700
750.000000 90.045 -154.0281
762.000000 90.074 -153.1357
775.000000 90.106 -152.1722
788.000000 90.140 -151.2122
800.000000 90.172 -150.3315
812.000000 90.206 -149.4594
825.000000 90.239 -148.5033
838.000000 90.272 -147.4763
850.000000 90.314 -146.4797
862.000000 90.364 -145.5019
875.000000 90.419 -144.4606
885.000000 90.461 -143.6378
900.000000 90.528 -142.2915
912.000000 90.600 -141.0453
925.000000 90.737 -139.5378
938.000000 90.971 -138.2859
950.000000 91.213 -137.9086
962.000000 91.374 -138.1118
975.000000 91.448 -138.2523
988.000000 91.487 -138.0293
1000.000000 91.530 -137.6191
1015.000000 91.602 -137.0120
1030.000000 91.689 -136.3901
1044.000000 91.779 -135.8277
1060.000000 91.886 -135.2235
1075.000000 91.987 -134.7000
1090.000000 92.088 -134.2193
1106.000000 92.202 -133.7545
1120.000000 92.304 -133.3867
1138.000000 92.434 -132.9636
1150.000000 92.520 -132.7109
1172.000000 92.673 -132.3019
1180.000000 92.728 -132.1692
1206.000000 92.904 -131.7882
1220.000000 92.999 -131.6132
1241.000000 93.141 -131.3895
1250.000000 93.200 -131.3061
1265.000000 93.296 -131.1798
1280.000000 93.390 -131.0693
1315.000000 93.599 -130.8727
1320.000000 93.627 -130.8506
1340.000000 93.738 -130.7736
1360.000000 93.842 -130.7151
1380.000000 93.943 -130.6750
1400.000000 94.042 -130.6509
1430.000000 94.184 -130.6376
1450.000000 94.273 -130.6445
1475.000000 94.378 -130.6694
1500.000000 94.476 -130.7075
1525.000000 94.565 -130.7569
1550.000000 94.644 -130.8161
1575.000000 94.715 -130.8831
1600.000000 94.779 -130.9526
1625.000000 94.837 -131.0234
1650.000000 94.889 -131.0954
1675.000000 94.935 -131.1660
1700.000000 94.977 -131.2319
1725.000000 95.014 -131.2923
1750.000000 95.047 -131.3453
1775.000000 95.076 -131.3904
1800.000000 95.100 -131.4266
1825.000000 95.121 -131.4509
1850.000000 95.138 -131.4630
1875.000000 95.151 -131.4653
1900.000000 95.161 -131.4569
1925.000000 95.169 -131.4375
1950.000000 95.174 -131.4086
1975.000000 95.177 -131.3695
2000.000000 95.178 -131.3197
2030.000000 95.176 -131.2495
2060.000000 95.171 -131.1705
2090.000000 95.163 -131.0858
2120.000000 95.152 -130.9985
2140.000000 95.142 -130.9407
2180.000000 95.119 -130.8320
2200.000000 95.105 -130.7848
2240.000000 95.069 -130.7191
2270.000000 95.032 -130.7039
2300.000000 94.983 -130.7205
2330.000000 94.916 -130.7620
2360.000000 94.824 -130.8052
2400.000000 94.656 -130.7806
2430.000000 94.492 -130.6006
2470.000000 94.230 -129.9621
2500.000000 94.016 -129.0741
2540.000000 93.747 -127.2910
2580.000000 93.538 -124.9567
2620.000000 93.413 -122.3449
2650.000000 93.372 -120.3592
2690.000000 93.371 -117.7945
2720.000000 93.398 -115.9626
2760.000000 93.459 -113.6356
2800.000000 93.539 -111.4087
2850.000000 93.660 -108.7044
2900.000000 93.804 -106.0391
2950.000000 93.977 -103.3907
3000.000000 94.182 -100.7618
3040.000000 94.374 -98.6854
3070.000000 94.534 -97.1543
3110.000000 94.773 -95.1693
3150.000000 95.041 -93.2763
3200.000000 95.419 -91.0836
3250.000000 95.844 -89.1437
3300.000000 96.311 -87.5326
3350.000000 96.814 -86.3298
3400.000000 97.343 -85.6063
3450.000000 97.879 -85.4212
3500.000000 98.406 -85.8146
3550.000000 98.904 -86.7945
3600.000000 99.353 -88.3322
3650.000000 99.732 -90.3569
3700.000000 100.021 -92.7504
3750.000000 100.209 -95.3489
3820.000000 100.296 -98.9769
3870.000000 100.244 -101.3413
3950.000000 100.012 -104.4659
4000.000000 99.807 -105.9596
4060.000000 99.530 -107.3287
4120.000000 99.240 -108.3452
4180.000000 98.939 -109.1370
4250.000000 98.560 -109.8469
4310.000000 98.198 -110.1595
4370.000000 97.814 -110.0428
4440.000000 97.370 -109.3508
4500.000000 97.004 -108.3902
4550.000000 96.711 -107.3905
4620.000000 96.315 -105.7095
4680.000000 95.990 -104.0092
4750.000000 95.634 -101.7550
4820.000000 95.298 -99.2894
4870.000000 95.053 -97.3738
4940.000000 94.703 -94.0669
5000.000000 94.482 -90.5479
5080.000000 94.361 -85.8143
5150.000000 94.356 -82.4575
5220.000000 94.338 -82.5034
5300.000000 94.006 -92.1426
5380.000000 94.291 -105.3439
5450.000000 94.924 -108.0367
5520.000000 95.235 -106.6120
5600.000000 95.496 -104.9591
5700.000000 95.828 -103.5557
5800.000000 96.161 -102.8620
5900.000000 96.484 -102.9113
6000.000000 96.774 -103.7960
