* Measurement data measured by REW V5.20.4
* Source:
* Format:
* Dated: 2022/02/11 21:39:04
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note:
* Measurement: Z1R R Volume 20
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.000000 67.590 -149.9236
20.299999 67.620 -150.3701
20.600000 67.653 -150.9643
20.900000 67.672 -151.7368
21.200001 67.658 -152.6194
21.400000 67.626 -153.1659
21.799999 67.522 -153.9466
22.000000 67.466 -154.1034
22.400000 67.399 -153.9353
22.700001 67.425 -153.6039
23.000000 67.524 -153.4183
23.299999 67.666 -153.6129
23.600000 67.812 -154.2369
24.000000 67.952 -155.5689
24.299999 67.998 -156.6480
24.700001 67.996 -157.8217
25.000000 67.981 -158.3886
25.400000 67.989 -158.8234
25.799999 68.039 -159.1873
26.200001 68.106 -159.6964
26.500000 68.144 -160.1546
26.900000 68.167 -160.7259
27.200001 68.172 -161.0344
27.600000 68.185 -161.2764
28.000000 68.221 -161.4600
28.500000 68.290 -161.8495
29.000000 68.344 -162.4713
29.500000 68.364 -163.1592
30.000000 68.364 -163.7682
30.400000 68.363 -164.2011
30.700001 68.362 -164.5134
31.100000 68.361 -164.9195
31.500000 68.360 -165.3031
32.000000 68.363 -165.7473
32.500000 68.379 -166.1973
33.000000 68.400 -166.7076
33.500000 68.418 -167.2664
34.000000 68.431 -167.8064
34.500000 68.446 -168.2823
35.000000 68.470 -168.7128
35.500000 68.501 -169.1530
36.000000 68.532 -169.6378
36.500000 68.556 -170.1572
37.000000 68.566 -170.6663
37.500000 68.565 -171.1201
38.200001 68.555 -171.6352
38.700001 68.550 -171.9481
39.500000 68.549 -172.4642
40.000000 68.550 -172.8293
40.599998 68.548 -173.3015
41.200001 68.544 -173.7867
41.799999 68.538 -174.2812
42.500000 68.528 -174.8606
43.099998 68.517 -175.3044
43.700001 68.514 -175.6694
44.400002 68.530 -176.1024
45.000000 68.545 -176.5939
45.500000 68.539 -177.0440
46.200001 68.504 -177.5209
46.799999 68.477 -177.7101
47.500000 68.474 -177.9028
48.200001 68.474 -178.2594
48.700001 68.459 -178.5357
49.400002 68.438 -178.8260
50.000000 68.438 -179.1248
50.799999 68.431 -179.8474
51.500000 68.375 179.4813
52.200001 68.309 179.1281
53.000000 68.291 178.8977
53.799999 68.311 178.4286
54.500000 68.317 177.8979
55.200001 68.313 177.4453
56.000000 68.314 177.0462
57.000000 68.321 176.5058
58.000000 68.268 175.9387
59.000000 68.171 175.9676
60.000000 68.155 176.2034
60.799999 68.155 175.9983
61.500000 68.128 175.7412
62.200001 68.104 175.5345
63.000000 68.095 175.1769
64.000000 68.073 174.5857
65.000000 68.060 174.0705
66.000000 68.059 173.4514
67.000000 68.032 172.9107
68.000000 68.009 172.5865
69.000000 67.991 172.2711
70.000000 67.961 171.9543
71.000000 67.922 171.6647
72.000000 67.883 171.3674
73.000000 67.845 171.0312
74.000000 67.807 170.6567
75.000000 67.768 170.2921
76.199997 67.727 169.9206
77.500000 67.695 169.5556
78.800003 67.660 169.1958
80.000000 67.623 168.9238
81.199997 67.583 168.6536
82.500000 67.526 168.3483
83.800003 67.469 168.0172
85.000000 67.417 167.5544
86.199997 67.363 166.9794
87.500000 67.312 166.2621
88.500000 67.271 165.5929
90.000000 67.138 164.9578
91.199997 67.071 165.2815
92.500000 67.092 165.5628
93.800003 67.097 165.4465
95.000000 67.055 165.2231
96.199997 66.988 164.9775
97.500000 66.911 164.6490
98.800003 66.836 164.2871
100.000000 66.773 164.0778
101.500000 66.735 163.9709
103.000000 66.682 163.8683
104.400002 66.625 164.0505
106.000000 66.565 164.1241
107.500000 66.486 164.2020
109.000000 66.448 164.2506
110.599998 66.431 164.0226
112.000000 66.417 163.8005
113.800003 66.413 163.5195
115.000000 66.400 163.2895
117.199997 66.343 162.9713
118.000000 66.317 162.8890
120.599998 66.235 162.6146
122.000000 66.185 162.4026
124.099998 66.100 162.1297
125.000000 66.063 162.0311
126.500000 66.002 161.8948
128.000000 65.943 161.7903
131.500000 65.819 161.5138
132.000000 65.801 161.4666
134.000000 65.727 161.3029
136.000000 65.658 161.1564
138.000000 65.588 160.9893
140.000000 65.516 160.8395
143.000000 65.406 160.6968
145.000000 65.329 160.6939
147.500000 65.238 160.7284
150.000000 65.144 160.8010
152.500000 65.057 160.9483
155.000000 64.980 161.1240
157.500000 64.920 161.1750
160.000000 64.845 161.0436
162.500000 64.752 160.9983
165.000000 64.669 161.0729
167.500000 64.601 161.1452
170.000000 64.532 161.1627
172.500000 64.456 161.1749
175.000000 64.381 161.1999
177.500000 64.307 161.2473
180.000000 64.229 161.3895
182.500000 64.156 161.5527
185.000000 64.083 161.6325
187.500000 64.003 161.6935
190.000000 63.918 161.8341
192.500000 63.833 162.0241
195.000000 63.758 162.2022
197.500000 63.695 162.3551
200.000000 63.634 162.5375
203.000000 63.555 162.8191
206.000000 63.473 163.1241
209.000000 63.396 163.4309
212.000000 63.325 163.7155
214.000000 63.281 163.8913
218.000000 63.205 164.2745
220.000000 63.171 164.4843
224.000000 63.097 164.8736
227.000000 63.032 165.1469
230.000000 62.959 165.3914
233.000000 62.887 165.6225
236.000000 62.820 165.8812
240.000000 62.736 166.3365
243.000000 62.670 166.6909
247.000000 62.587 167.1363
250.000000 62.530 167.4732
254.000000 62.461 168.0115
258.000000 62.390 168.5684
262.000000 62.308 169.0647
265.000000 62.253 169.3881
269.000000 62.185 169.8587
272.000000 62.135 170.2284
276.000000 62.061 170.6112
280.000000 61.985 171.0589
285.000000 61.919 171.7246
290.000000 61.867 172.3845
295.000000 61.808 173.0390
300.000000 61.755 173.6285
304.000000 61.704 174.1632
307.000000 61.673 174.6328
311.000000 61.635 175.3283
315.000000 61.589 175.8638
320.000000 61.536 176.4145
325.000000 61.488 177.1382
330.000000 61.448 177.8619
335.000000 61.398 178.4391
340.000000 61.357 178.9628
345.000000 61.318 179.6129
350.000000 61.268 -179.7865
355.000000 61.228 -179.1683
360.000000 61.203 -178.4780
365.000000 61.170 -177.8350
370.000000 61.139 -177.2475
375.000000 61.118 -176.6024
382.000000 61.088 -175.6914
387.000000 61.063 -175.0750
395.000000 61.039 -173.9788
400.000000 61.016 -173.2572
406.000000 60.985 -172.5130
412.000000 60.970 -171.8943
418.000000 60.957 -171.2149
425.000000 60.933 -170.3962
431.000000 60.909 -169.7155
437.000000 60.893 -169.0245
444.000000 60.891 -168.2288
450.000000 60.884 -167.5103
455.000000 60.869 -166.9229
462.000000 60.850 -166.1806
468.000000 60.851 -165.5943
475.000000 60.851 -164.8204
482.000000 60.836 -164.0180
487.000000 60.832 -163.5134
494.000000 60.841 -162.8497
500.000000 60.842 -162.2260
508.000000 60.836 -161.3288
515.000000 60.842 -160.6040
522.000000 60.844 -159.9003
530.000000 60.835 -158.9860
538.000000 60.827 -158.1083
545.000000 60.823 -157.4053
552.000000 60.821 -156.6926
560.000000 60.828 -155.9408
570.000000 60.839 -154.9791
580.000000 60.839 -153.8812
590.000000 60.837 -152.8531
600.000000 60.838 -151.9332
608.000000 60.842 -151.2089
615.000000 60.848 -150.5575
622.000000 60.852 -149.8523
630.000000 60.858 -149.0165
640.000000 60.870 -148.0403
650.000000 60.877 -147.1302
660.000000 60.885 -146.1687
670.000000 60.902 -145.1940
680.000000 60.918 -144.2192
690.000000 60.927 -143.2544
700.000000 60.936 -142.2990
710.000000 60.954 -141.2695
720.000000 60.986 -140.2554
730.000000 61.009 -139.3116
740.000000 61.025 -138.3976
750.000000 61.044 -137.4562
762.000000 61.073 -136.2863
775.000000 61.106 -135.0175
788.000000 61.132 -133.7770
800.000000 61.169 -132.6035
812.000000 61.216 -131.5298
825.000000 61.250 -130.3727
838.000000 61.271 -129.0053
850.000000 61.310 -127.6924
862.000000 61.365 -126.4431
875.000000 61.421 -125.1744
885.000000 61.464 -124.2076
900.000000 61.531 -122.5671
912.000000 61.599 -121.0704
925.000000 61.730 -119.2945
938.000000 61.961 -117.6724
950.000000 62.217 -116.9205
962.000000 62.397 -116.8216
975.000000 62.479 -116.7177
988.000000 62.516 -116.2904
1000.000000 62.553 -115.6559
1015.000000 62.620 -114.7658
1030.000000 62.709 -113.8482
1044.000000 62.800 -112.9373
1060.000000 62.905 -111.9279
1075.000000 63.001 -111.0655
1090.000000 63.104 -110.2587
1106.000000 63.221 -109.4420
1120.000000 63.325 -108.7877
1138.000000 63.455 -107.9940
1150.000000 63.539 -107.4893
1172.000000 63.693 -106.5784
1180.000000 63.745 -106.2703
1206.000000 63.919 -105.2881
1220.000000 64.032 -104.7058
1241.000000 64.179 -103.9998
1250.000000 64.232 -103.7760
1265.000000 64.320 -103.4022
1280.000000 64.409 -102.9970
1315.000000 64.621 -102.0803
1320.000000 64.651 -101.9619
1340.000000 64.766 -101.4503
1360.000000 64.869 -100.9384
1380.000000 64.967 -100.4531
1400.000000 65.065 -99.9914
1430.000000 65.203 -99.3354
1450.000000 65.291 -98.8806
1475.000000 65.398 -98.3423
1500.000000 65.498 -97.8615
1525.000000 65.583 -97.3786
1550.000000 65.657 -96.8914
1575.000000 65.725 -96.4113
1600.000000 65.792 -95.9444
1625.000000 65.853 -95.4630
1650.000000 65.906 -94.9864
1675.000000 65.951 -94.5344
1700.000000 65.991 -94.0618
1725.000000 66.023 -93.5610
1750.000000 66.051 -93.0500
1775.000000 66.078 -92.5507
1800.000000 66.103 -92.0373
1825.000000 66.120 -91.5229
1850.000000 66.136 -91.0078
1875.000000 66.149 -90.4926
1900.000000 66.157 -89.9471
1925.000000 66.162 -89.3863
1950.000000 66.164 -88.8251
1975.000000 66.165 -88.2493
2000.000000 66.161 -87.6672
2030.000000 66.156 -86.9499
2060.000000 66.150 -86.2307
2090.000000 66.137 -85.5591
2120.000000 66.124 -84.8936
2140.000000 66.113 -84.4423
2180.000000 66.076 -83.5289
2200.000000 66.057 -83.0747
2240.000000 66.014 -82.2254
2270.000000 65.966 -81.6708
2300.000000 65.903 -81.1779
2330.000000 65.818 -80.7099
2360.000000 65.708 -80.2390
2400.000000 65.510 -79.5681
2430.000000 65.317 -78.9368
2470.000000 65.010 -77.6862
2500.000000 64.763 -76.3157
2540.000000 64.432 -73.8838
2580.000000 64.140 -70.9148
2620.000000 63.918 -67.6510
2650.000000 63.790 -65.1572
2690.000000 63.643 -61.8580
2720.000000 63.542 -59.4034
2760.000000 63.417 -56.0695
2800.000000 63.296 -52.5312
2850.000000 63.149 -47.6910
2900.000000 63.043 -42.2615
2950.000000 63.038 -36.2654
3000.000000 63.184 -29.8991
3040.000000 63.419 -24.7681
3070.000000 63.667 -21.0327
3110.000000 64.083 -16.3600
3150.000000 64.570 -12.1695
3200.000000 65.250 -7.7778
3250.000000 65.970 -4.3269
3300.000000 66.688 -1.7778
3350.000000 67.385 0.0135
3400.000000 68.049 1.1794
3450.000000 68.662 1.7690
3500.000000 69.207 1.8422
3550.000000 69.684 1.4821
3600.000000 70.090 0.8043
3650.000000 70.419 -0.0970
3700.000000 70.666 -1.1422
3750.000000 70.834 -2.2228
3820.000000 70.945 -3.5569
3870.000000 70.946 -4.2571
3950.000000 70.855 -4.7780
4000.000000 70.770 -4.7307
4060.000000 70.666 -4.3580
4120.000000 70.576 -3.7558
4180.000000 70.500 -3.1000
4250.000000 70.421 -2.4613
4310.000000 70.339 -2.0797
4370.000000 70.223 -1.8445
4440.000000 70.023 -1.6940
4500.000000 69.781 -1.5626
4550.000000 69.522 -1.3257
4620.000000 69.069 -0.6046
4680.000000 68.614 0.5675
4750.000000 68.043 2.6949
4820.000000 67.464 5.6750
4870.000000 67.053 8.3224
4940.000000 66.498 12.8993
5000.000000 66.106 17.6742
5080.000000 65.786 24.4006
5150.000000 65.651 30.1650
5220.000000 65.619 35.8326
5300.000000 65.705 42.0131
5380.000000 65.886 47.6819
5450.000000 66.089 52.1677
5520.000000 66.319 56.1906
5600.000000 66.601 60.2953
5700.000000 66.964 64.7009
5800.000000 67.322 68.2915
5900.000000 67.662 71.0698
6000.000000 67.966 73.0201
6080.000000 68.154 73.8682
