frequency,raw
20.00,-0.53
20.20,-0.48
20.40,-0.42
20.61,-0.36
20.81,-0.28
21.02,-0.20
21.23,-0.12
21.44,-0.03
21.66,0.05
21.87,0.14
22.09,0.20
22.31,0.27
22.54,0.32
22.76,0.35
22.99,0.40
23.22,0.44
23.45,0.49
23.69,0.53
23.92,0.59
24.16,0.65
24.40,0.71
24.65,0.76
24.89,0.83
25.14,0.89
25.39,0.94
25.65,1.01
25.91,1.06
26.16,1.11
26.43,1.16
26.69,1.21
26.96,1.26
27.23,1.31
27.50,1.35
27.77,1.39
28.05,1.43
28.33,1.47
28.62,1.52
28.90,1.56
29.19,1.60
29.48,1.66
29.78,1.69
30.08,1.74
30.38,1.78
30.68,1.82
30.99,1.85
31.30,1.89
31.61,1.93
31.93,1.97
32.24,2.01
32.57,2.06
32.89,2.09
33.22,2.13
33.55,2.17
33.89,2.21
34.23,2.24
34.57,2.25
34.92,2.30
35.27,2.31
35.62,2.34
35.97,2.37
36.33,2.40
36.70,2.43
37.06,2.46
37.43,2.49
37.81,2.53
38.19,2.55
38.57,2.57
38.95,2.61
39.34,2.62
39.74,2.66
40.14,2.68
40.54,2.73
40.94,2.77
41.35,2.80
41.76,2.84
42.18,2.85
42.60,2.89
43.03,2.91
43.46,2.92
43.90,2.96
44.33,2.97
44.78,2.98
45.23,3.01
45.68,3.03
46.13,3.03
46.60,3.03
47.06,3.06
47.53,3.09
48.01,3.09
48.49,3.11
48.97,3.15
49.46,3.17
49.96,3.20
50.46,3.23
50.96,3.26
51.47,3.28
51.99,3.30
52.51,3.34
53.03,3.34
53.56,3.36
54.10,3.38
54.64,3.40
55.18,3.41
55.74,3.43
56.29,3.46
56.86,3.47
57.42,3.51
58.00,3.52
58.58,3.52
59.16,3.52
59.76,3.54
60.35,3.56
60.96,3.58
61.57,3.58
62.18,3.58
62.80,3.61
63.43,3.64
64.07,3.64
64.71,3.66
65.35,3.69
66.01,3.70
66.67,3.70
67.33,3.70
68.01,3.70
68.69,3.70
69.37,3.70
70.07,3.71
70.77,3.73
71.48,3.75
72.19,3.76
72.91,3.76
73.64,3.76
74.38,3.77
75.12,3.79
75.87,3.82
76.63,3.82
77.40,3.82
78.17,3.82
78.95,3.82
79.74,3.82
80.54,3.84
81.35,3.85
82.16,3.85
82.98,3.89
83.81,3.89
84.65,3.89
85.50,3.89
86.35,3.89
87.22,3.89
88.09,3.89
88.97,3.89
89.86,3.89
90.76,3.89
91.66,3.89
92.58,3.89
93.51,3.91
94.44,3.92
95.39,3.92
96.34,3.92
97.30,3.92
98.28,3.90
99.26,3.89
100.25,3.90
101.25,3.89
102.27,3.92
103.29,3.92
104.32,3.92
105.37,3.92
106.42,3.92
107.48,3.92
108.56,3.92
109.64,3.92
110.74,3.92
111.85,3.92
112.97,3.92
114.10,3.89
115.24,3.89
116.39,3.89
117.55,3.89
118.73,3.89
119.92,3.89
121.12,3.89
122.33,3.89
123.55,3.89
124.79,3.89
126.03,3.89
127.29,3.89
128.57,3.89
129.85,3.89
131.15,3.87
132.46,3.85
133.79,3.85
135.12,3.84
136.48,3.82
137.84,3.82
139.22,3.82
140.61,3.82
142.02,3.79
143.44,3.76
144.87,3.76
146.32,3.76
147.78,3.76
149.26,3.74
150.75,3.71
152.26,3.70
153.78,3.70
155.32,3.70
156.88,3.70
158.44,3.66
160.03,3.64
161.63,3.64
163.24,3.64
164.88,3.64
166.53,3.63
168.19,3.60
169.87,3.58
171.57,3.58
173.29,3.58
175.02,3.56
176.77,3.52
178.54,3.52
180.32,3.52
182.13,3.49
183.95,3.46
185.79,3.46
187.65,3.46
189.52,3.42
191.42,3.40
193.33,3.40
195.27,3.37
197.22,3.34
199.19,3.34
201.18,3.32
203.19,3.29
205.23,3.28
207.28,3.27
209.35,3.24
211.44,3.22
213.56,3.21
215.69,3.18
217.85,3.16
220.03,3.15
222.23,3.12
224.45,3.09
226.70,3.09
228.96,3.05
231.25,3.03
233.57,3.03
235.90,2.99
238.26,2.97
240.64,2.95
243.05,2.93
245.48,2.91
247.93,2.88
250.41,2.85
252.92,2.82
255.45,2.80
258.00,2.78
260.58,2.73
263.19,2.72
265.82,2.69
268.48,2.67
271.16,2.65
273.87,2.61
276.61,2.59
279.38,2.56
282.17,2.55
284.99,2.52
287.84,2.49
290.72,2.47
293.63,2.43
296.57,2.42
299.53,2.38
302.53,2.37
305.55,2.33
308.61,2.30
311.69,2.27
314.81,2.24
317.96,2.20
321.14,2.18
324.35,2.13
327.59,2.11
330.87,2.06
334.18,2.05
337.52,2.00
340.90,1.98
344.30,1.95
347.75,1.94
351.23,1.89
354.74,1.87
358.28,1.83
361.87,1.80
365.49,1.77
369.14,1.74
372.83,1.71
376.56,1.69
380.33,1.64
384.13,1.61
387.97,1.58
391.85,1.54
395.77,1.51
399.73,1.50
403.72,1.45
407.76,1.43
411.84,1.40
415.96,1.38
420.12,1.34
424.32,1.32
428.56,1.29
432.85,1.26
437.18,1.23
441.55,1.19
445.96,1.16
450.42,1.13
454.93,1.09
459.48,1.07
464.07,1.03
468.71,1.00
473.40,0.97
478.13,0.93
482.91,0.91
487.74,0.87
492.62,0.84
497.55,0.81
502.52,0.77
507.55,0.74
512.62,0.71
517.75,0.67
522.93,0.64
528.16,0.60
533.44,0.58
538.77,0.55
544.16,0.53
549.60,0.49
555.10,0.47
560.65,0.42
566.25,0.41
571.92,0.37
577.64,0.34
583.41,0.31
589.25,0.29
595.14,0.25
601.09,0.24
607.10,0.20
613.17,0.18
619.30,0.15
625.50,0.14
631.75,0.10
638.07,0.08
644.45,0.05
650.89,0.02
657.40,-0.00
663.98,-0.01
670.62,-0.04
677.32,-0.07
684.10,-0.08
690.94,-0.11
697.85,-0.12
704.83,-0.16
711.87,-0.16
718.99,-0.18
726.18,-0.20
733.44,-0.22
740.78,-0.24
