frequency,raw
133.79,6.42
135.12,6.37
136.48,6.35
137.84,6.35
139.22,6.33
140.61,6.27
142.02,6.22
143.44,6.22
144.87,6.17
146.32,6.12
147.78,6.10
149.26,6.10
150.75,6.10
152.26,6.10
153.78,6.06
155.32,6.03
156.88,5.99
158.44,5.98
160.03,5.98
161.63,5.95
163.24,5.87
164.88,5.78
166.53,5.72
168.19,5.61
169.87,5.47
171.57,5.34
173.29,5.25
175.02,5.18
176.77,5.09
178.54,4.98
180.32,4.89
182.13,4.89
183.95,4.84
185.79,4.75
187.65,4.70
189.52,4.64
191.42,4.64
193.33,4.62
195.27,4.57
197.22,4.48
199.19,4.38
201.18,4.30
203.19,4.28
205.23,4.24
207.28,4.22
209.35,4.19
211.44,4.11
213.56,4.01
215.69,3.93
217.85,3.86
220.03,3.81
222.23,3.72
224.45,3.68
226.70,3.67
228.96,3.64
231.25,3.61
233.57,3.60
235.90,3.55
238.26,3.48
240.64,3.42
243.05,3.36
245.48,3.30
247.93,3.24
250.41,3.21
252.92,3.16
255.45,3.10
258.00,3.04
260.58,3.00
263.19,2.99
265.82,2.92
268.48,2.82
271.16,2.72
273.87,2.67
276.61,2.64
279.38,2.61
282.17,2.56
284.99,2.48
287.84,2.41
290.72,2.33
293.63,2.21
296.57,2.12
299.53,2.04
302.53,1.92
305.55,1.84
308.61,1.75
311.69,1.72
314.81,1.72
317.96,1.71
321.14,1.66
324.35,1.56
327.59,1.46
330.87,1.41
334.18,1.37
337.52,1.36
340.90,1.34
344.30,1.28
347.75,1.20
351.23,1.15
354.74,1.09
358.28,0.98
361.87,0.91
365.49,0.84
369.14,0.84
372.83,0.87
376.56,0.84
380.33,0.76
384.13,0.65
387.97,0.58
391.85,0.55
395.77,0.53
399.73,0.51
403.72,0.49
407.76,0.44
411.84,0.39
415.96,0.33
420.12,0.29
424.32,0.27
428.56,0.20
432.85,0.14
437.18,0.08
441.55,0.08
445.96,0.07
450.42,0.01
454.93,-0.05
459.48,-0.11
464.07,-0.15
468.71,-0.16
473.40,-0.17
478.13,-0.22
482.91,-0.22
487.74,-0.23
492.62,-0.28
497.55,-0.28
502.52,-0.29
507.55,-0.36
512.62,-0.43
517.75,-0.46
522.93,-0.49
528.16,-0.53
533.44,-0.53
538.77,-0.51
544.16,-0.50
549.60,-0.55
555.10,-0.62
560.65,-0.64
566.25,-0.60
571.92,-0.59
577.64,-0.61
583.41,-0.69
589.25,-0.74
595.14,-0.71
601.09,-0.75
607.10,-0.77
613.17,-0.72
619.30,-0.76
625.50,-0.77
631.75,-0.80
638.07,-0.83
644.45,-0.87
650.89,-0.84
657.40,-0.77
663.98,-0.71
670.62,-0.71
677.32,-0.71
684.10,-0.72
690.94,-0.72
697.85,-0.68
704.83,-0.71
711.87,-0.74
718.99,-0.75
726.18,-0.71
733.44,-0.71
740.78,-0.73
748.19,-0.77
755.67,-0.72
763.23,-0.71
770.86,-0.71
778.57,-0.70
786.35,-0.69
794.22,-0.71
802.16,-0.75
810.18,-0.74
818.28,-0.71
826.46,-0.71
834.73,-0.71
843.08,-0.67
851.51,-0.63
860.02,-0.59
868.62,-0.54
877.31,-0.50
886.08,-0.46
894.94,-0.46
903.89,-0.50
912.93,-0.53
922.06,-0.46
931.28,-0.41
940.59,-0.37
950.00,-0.27
959.50,-0.16
969.09,-0.10
978.78,-0.06
988.57,-0.03
998.46,-0.01
1008.44,0.05
1018.53,0.16
1028.71,0.25
1039.00,0.29
1049.39,0.38
1059.88,0.48
1070.48,0.58
1081.19,0.77
1092.00,0.95
1102.92,1.08
1113.95,1.19
1125.09,1.33
1136.34,1.41
1147.70,1.47
1159.18,1.59
1170.77,1.66
1182.48,1.74
1194.30,1.88
1206.25,2.08
1218.31,2.27
1230.49,2.45
1242.80,2.62
1255.22,2.74
1267.78,2.77
1280.45,2.86
1293.26,2.99
1306.19,3.18
1319.25,3.34
1332.45,3.51
1345.77,3.59
1359.23,3.72
1372.82,3.90
1386.55,4.00
1400.41,4.11
1414.42,4.25
1428.56,4.34
1442.85,4.36
1457.28,4.48
1471.85,4.62
1486.57,4.78
1501.43,4.94
1516.45,5.06
1531.61,5.12
1546.93,5.20
1562.40,5.33
1578.02,5.45
1593.80,5.52
1609.74,5.58
1625.84,5.68
1642.10,5.79
1658.52,5.91
1675.10,6.05
1691.85,6.20
1708.77,6.31
1725.86,6.41
1743.12,6.51
1760.55,6.62
1778.15,6.74
1795.94,6.84
1813.90,6.91
1832.03,7.02
1850.36,7.14
1868.86,7.25
1887.55,7.36
1906.42,7.49
1925.49,7.60
1944.74,7.68
1964.19,7.77
1983.83,7.84
2003.67,7.89
2023.71,7.93
2043.94,7.99
2064.38,8.04
2085.03,8.05
2105.88,8.05
2126.94,8.06
2148.20,8.11
2169.69,8.13
2191.38,8.21
2213.30,8.18
2235.43,8.15
2257.78,8.11
2280.36,8.08
2303.17,8.02
2326.20,7.94
2349.46,7.87
2372.95,7.78
2396.68,7.70
2420.65,7.61
2444.86,7.51
2469.31,7.39
2494.00,7.28
2518.94,7.21
2544.13,7.10
2569.57,6.96
2595.27,6.84
2621.22,6.72
2647.43,6.59
2673.90,6.43
2700.64,6.32
2727.65,6.20
2754.93,6.10
2782.48,6.02
2810.30,5.97
2838.40,5.92
2866.79,5.87
2895.46,5.80
2924.41,5.72
2953.65,5.64
2983.19,5.55
3013.02,5.44
3043.15,5.38
3073.58,5.31
3104.32,5.23
3135.36,5.11
3166.72,5.01
3198.38,4.95
3230.37,4.89
3262.67,4.86
3295.30,4.79
3328.25,4.74
3361.53,4.69
3395.15,4.64
3429.10,4.59
3463.39,4.58
3498.03,4.53
3533.01,4.55
3568.34,4.58
3604.02,4.58
3640.06,4.58
3676.46,4.58
3713.22,4.63
3750.36,4.64
3787.86,4.64
3825.74,4.64
3864.00,4.68
3902.64,4.75
3941.66,4.84
3981.08,4.95
4020.89,5.07
4061.10,5.18
4101.71,5.29
4142.73,5.39
4184.15,5.47
4226.00,5.59
4268.26,5.75
4310.94,5.85
4354.05,5.94
4397.59,6.04
4441.56,6.11
4485.98,6.18
4530.84,6.32
4576.15,6.45
4621.91,6.55
4668.13,6.70
4714.81,6.88
4761.96,6.92
4809.58,6.82
4857.67,6.68
4906.25,6.64
4955.31,6.60
5004.87,6.57
5054.91,6.53
5105.46,6.48
5156.52,6.47
5208.08,6.44
5260.16,6.33
5312.77,6.09
5365.89,5.81
5419.55,5.50
5473.75,5.21
5528.49,4.93
5583.77,4.65
5639.61,4.39
5696.00,4.14
5752.96,3.91
5810.49,3.69
5868.60,3.52
5927.28,3.32
5986.56,3.15
6046.42,3.01
6106.89,2.91
6167.96,2.77
6229.64,2.66
6291.93,2.56
6354.85,2.46
6418.40,2.45
6482.58,2.45
6547.41,2.42
6612.88,2.37
6679.01,2.35
6745.80,2.42
6813.26,2.50
6881.39,2.54
6950.21,2.60
7019.71,2.66
7089.91,2.77
7160.81,2.91
7232.41,3.11
7304.74,3.34
7377.79,3.61
7451.56,3.93
7526.08,4.29
7601.34,4.70
7677.35,5.22
7754.13,5.76
7831.67,6.41
7909.98,7.12
7989.08,7.92
8068.98,8.80
8149.67,9.70
8231.16,10.58
8313.47,11.31
8396.61,11.82
8480.57,11.96
8565.38,11.52
8651.03,10.83
8737.54,9.90
8824.92,8.90
8913.17,7.91
9002.30,6.98
9092.32,6.10
9183.25,5.33
9275.08,4.67
9367.83,4.10
9461.51,3.62
9556.12,3.22
9651.68,2.92
9748.20,2.68
9845.68,2.54
9944.14,2.52
10043.58,2.56
10144.02,2.73
10245.46,3.00
10347.91,3.36
10451.39,3.84
10555.91,4.44
10661.46,5.03
10768.08,5.60
10875.76,5.96
10984.52,5.75
11094.36,5.07
11205.31,4.06
11317.36,2.88
11430.53,1.94
11544.84,1.18
11660.29,0.76
11776.89,0.61
11894.66,0.70
12013.60,0.80
12133.74,0.58
12255.08,0.21
12377.63,-0.37
12501.41,-0.97
12626.42,-1.54
12752.68,-2.00
12880.21,-2.37
13009.01,-2.61
13139.10,-2.77
13270.49,-2.60
13403.20,-2.27
13537.23,-1.72
13672.60,-1.00
13809.33,-0.19
13947.42,0.39
14086.90,0.55
14227.77,-0.29
14370.04,-2.16
14513.74,-4.11
14658.88,-6.24
14805.47,-8.28
14953.52,-9.50
15103.06,-10.85
15254.09,-12.17
15406.63,-13.30
15560.70,-14.27
15716.30,-15.07
15873.47,-15.75
16032.20,-16.31
16192.52,-16.72
16354.45,-16.96
16517.99,-17.00
16683.17,-16.89
16850.01,-16.55
17018.51,-16.03
17188.69,-15.48
17360.58,-15.32
17534.18,-16.31
17709.53,-18.29
17886.62,-20.95
18065.49,-24.59
18246.14,-27.28
18428.60,-30.87
18612.89,-33.87
18799.02,-36.86
18987.01,-39.86
19176.88,-42.86
19368.65,-45.85
19562.33,-48.85
19757.96,-51.84
19955.54,-54.84
