20.08,-8.57
20.29,-8.51
20.51,-8.45
20.73,-8.37
20.95,-8.29
21.18,-8.22
21.40,-8.16
21.63,-8.10
21.87,-8.04
22.10,-7.99
22.34,-7.93
22.58,-7.87
22.82,-7.80
23.06,-7.71
23.31,-7.61
23.56,-7.49
23.81,-7.37
24.07,-7.26
24.33,-7.15
24.59,-7.05
24.85,-6.97
25.12,-6.86
25.39,-6.76
25.66,-6.69
25.94,-6.59
26.21,-6.51
26.50,-6.43
26.78,-6.35
27.07,-6.25
27.36,-6.16
27.65,-6.08
27.95,-5.97
28.25,-5.87
28.55,-5.77
28.86,-5.68
29.17,-5.57
29.48,-5.48
29.80,-5.39
30.12,-5.30
30.44,-5.20
30.77,-5.13
31.10,-5.03
31.43,-4.94
31.77,-4.85
32.11,-4.78
32.45,-4.69
32.80,-4.60
33.15,-4.54
33.51,-4.49
33.87,-4.43
34.23,-4.35
34.60,-4.27
34.97,-4.19
35.34,-4.09
35.72,-4.02
36.11,-3.92
36.49,-3.84
36.89,-3.77
37.28,-3.68
37.68,-3.61
38.09,-3.55
38.50,-3.45
38.91,-3.38
39.33,-3.30
39.75,-3.20
40.17,-3.13
40.61,-3.03
41.04,-2.97
41.48,-2.88
41.93,-2.82
42.38,-2.77
42.83,-2.71
43.29,-2.66
43.75,-2.62
44.22,-2.58
44.70,-2.53
45.18,-2.47
45.66,-2.42
46.15,-2.33
46.65,-2.27
47.15,-2.17
47.65,-2.09
48.17,-2.04
48.68,-1.96
49.21,-1.90
49.73,-1.88
50.27,-1.85
50.81,-1.82
51.35,-1.77
51.90,-1.73
52.46,-1.70
53.02,-1.64
53.59,-1.60
54.17,-1.54
54.75,-1.48
55.33,-1.44
55.93,-1.38
56.53,-1.34
57.13,-1.28
57.75,-1.22
58.37,-1.18
58.99,-1.12
59.63,-1.07
60.27,-1.02
60.91,-0.96
61.57,-0.91
62.23,-0.86
62.89,-0.81
63.57,-0.75
64.25,-0.71
64.94,-0.65
65.64,-0.61
66.34,-0.58
67.05,-0.55
67.77,-0.51
68.50,-0.48
69.24,-0.43
69.98,-0.40
70.73,-0.36
71.49,-0.32
72.25,-0.27
73.03,-0.24
73.81,-0.21
74.61,-0.18
75.41,-0.16
76.22,-0.13
77.03,-0.08
77.86,-0.04
78.69,-0.01
79.54,0.03
80.39,0.08
81.26,0.11
82.13,0.15
83.01,0.18
83.90,0.21
84.80,0.25
85.71,0.27
86.63,0.30
87.56,0.33
88.50,0.34
89.45,0.36
90.41,0.37
91.38,0.38
92.36,0.40
93.35,0.41
94.35,0.41
95.36,0.44
96.39,0.44
97.42,0.47
98.46,0.47
99.52,0.50
100.59,0.50
101.67,0.52
102.76,0.53
103.86,0.53
104.98,0.56
106.10,0.56
107.24,0.57
108.39,0.59
109.55,0.59
110.73,0.59
111.92,0.59
113.12,0.59
114.33,0.59
115.56,0.59
116.80,0.59
118.05,0.59
119.32,0.60
120.60,0.62
121.89,0.62
123.20,0.65
124.52,0.65
125.86,0.65
127.21,0.65
128.57,0.65
129.95,0.65
131.35,0.65
132.76,0.65
134.18,0.65
135.62,0.65
137.08,0.65
138.55,0.65
140.03,0.65
141.54,0.65
143.06,0.65
144.59,0.62
146.14,0.62
147.71,0.62
149.29,0.59
150.90,0.57
152.52,0.56
154.15,0.54
155.81,0.53
157.48,0.52
159.17,0.50
160.87,0.50
162.60,0.50
164.35,0.50
166.11,0.50
167.89,0.50
169.69,0.50
171.51,0.50
173.35,0.50
175.21,0.50
177.09,0.52
178.99,0.53
180.91,0.53
182.86,0.53
184.82,0.54
186.80,0.56
188.80,0.56
190.83,0.59
192.88,0.59
194.95,0.56
197.04,0.56
199.15,0.53
201.29,0.53
203.45,0.50
205.63,0.49
207.84,0.46
210.07,0.44
212.32,0.41
214.60,0.38
216.90,0.34
219.23,0.28
221.58,0.24
223.96,0.19
226.36,0.15
228.79,0.09
231.25,0.03
233.73,-0.01
236.24,-0.07
238.77,-0.11
241.33,-0.17
243.92,-0.23
246.54,-0.27
249.18,-0.32
251.86,-0.36
254.56,-0.39
257.29,-0.43
260.05,-0.45
262.84,-0.49
265.66,-0.51
268.51,-0.52
271.39,-0.55
274.31,-0.55
277.25,-0.55
280.22,-0.58
283.23,-0.58
286.27,-0.58
289.34,-0.58
292.45,-0.58
295.58,-0.58
298.75,-0.58
301.96,-0.59
305.20,-0.61
308.47,-0.58
311.78,-0.58
315.13,-0.58
318.51,-0.58
321.93,-0.58
325.38,-0.58
328.87,-0.55
332.40,-0.55
335.97,-0.55
339.57,-0.55
343.22,-0.53
346.90,-0.52
350.62,-0.52
354.38,-0.49
358.19,-0.49
362.03,-0.49
365.91,-0.48
369.84,-0.46
373.81,-0.45
377.82,-0.43
381.87,-0.42
385.97,-0.40
390.11,-0.37
394.30,-0.37
398.53,-0.34
402.80,-0.32
407.12,-0.32
411.49,-0.29
415.91,-0.29
420.37,-0.26
424.88,-0.26
429.44,-0.26
434.05,-0.26
438.70,-0.23
443.41,-0.23
448.17,-0.21
452.98,-0.20
457.84,-0.18
462.75,-0.16
467.72,-0.14
472.73,-0.11
477.81,-0.08
482.93,-0.07
488.11,-0.04
493.35,-0.02
498.64,0.01
503.99,0.02
509.40,0.03
514.87,0.06
520.39,0.09
525.98,0.11
531.62,0.14
537.32,0.15
543.09,0.18
548.92,0.21
554.81,0.24
560.76,0.27
566.77,0.28
572.86,0.31
579.00,0.34
585.21,0.37
591.49,0.40
597.84,0.43
604.25,0.46
610.74,0.49
